채무자 법인/개인사업자 구분,보증종료일자,사고사유,사업장지역상세,주택형태,임대보증금 금액,임대보증금 금액 대비 사고금액 (%),보증종료일자 기준 사고발생일자 소요일
개인사업자,2024-11-15,기간만료미반환,경기도 수원시 권선구 여기산로26번길 0,기타(오피스텔),250000000,100.0,62
개인사업자,2025-04-07,기간만료미반환,서울특별시 관악구 난향9길 3,아파트,135000000,100.0,60
개인사업자,2025-03-27,기간만료미반환,부산광역시 수영구 광안로62번길 1,기타(오피스텔),70000000,100.0,45
개인사업자,2025-10-10,기간만료미반환,부산광역시 수영구 장대골로31번길 23,연립주택,150000000,100.0,1
개인사업자,2025-06-04,기간만료미반환,서울특별시 금천구 금하로23가길 14,기타(오피스텔),65000000,100.0,60
개인사업자,2024-02-14,기간만료미반환,경기도 오산시 서부로 483,다세대주택,50000000,100.0,42
개인사업자,2024-11-11,기간만료미반환,서울특별시 강서구 화곡로66길 145,다세대주택,70000000,100.0,31
개인사업자,2024-09-09,기간만료미반환,경기도 김포시 마곡로72번길 50,기타(오피스텔),89000000,100.0,42
개인사업자,2025-03-09,기간만료미반환,서울특별시 송파구 오금로42길 10,기타(오피스텔),57500000,100.0,31
개인사업자,2025-04-04,기간만료미반환,서울특별시 금천구 우마길 16,다가구주택,120000000,100.0,81
개인사업자,2024-05-24,기간만료미반환,경상북도 안동시 비석거리길 36,다세대주택,130000000,100.0,-41
개인사업자,2025-12-28,기간만료미반환,대구광역시 수성구 노변공원로7길 7,다세대주택,100000000,100.0,61
개인사업자,2024-08-04,기간만료미반환,서울특별시 강서구 공항대로51길 17,다세대주택,84000000,100.0,50
개인사업자,2024-12-22,기간만료미반환,광주광역시 북구 양산택지로33번길 6,기타(오피스텔),196250000,100.0,54
개인사업자,2025-05-21,기간만료미반환,부산광역시 수영구 수영로528번길 10,기타(오피스텔),130000000,100.0,63
개인사업자,2024-04-27,기간만료미반환,대구광역시 달성군 세천로9길 23,다세대주택,20000000,100.0,18
개인사업자,2025-11-16,기간만료미반환,부산광역시 부산진구 백양대로46번길 27,아파트,150000000,100.0,75
개인사업자,2025-09-21,기간만료미반환,충청북도 충주시 대가미3길 14,다세대주택,82600000,100.0,34
개인사업자,2024-09-13,기간만료미반환,광주광역시 북구 들자미길 16,다세대주택,120000000,100.0,-66
개인사업자,2025-02-24,기간만료미반환,충청북도 충주시 갈마1길 9,아파트,80000000,100.0,5
개인사업자,2024-07-06,기간만료미반환,광주광역시 북구 감적길38번길 41,기타(오피스텔),93000000,100.0,10
개인사업자,2024-06-02,기간만료미반환,광주광역시 북구 중흥로40번길 14,다세대주택,130000000,100.0,60
개인사업자,2026-02-28,기간만료미반환,서울특별시 은평구 갈현로17가길 8,다가구주택,110000000,100.0,59
개인사업자,2025-01-27,기간만료미반환,,아파트,77000000,100.0,59
개인사업자,2024-11-17,기간만료미반환,전라남도 광양시 갈티1길 13,기타(오피스텔),95000000,100.0,59
개인사업자,2024-07-15,기간만료미반환,경상남도 양산시 옥곡3길 8,기타(오피스텔),85000000,100.0,37
개인사업자,2024-11-01,기간만료미반환,서울특별시 강동구 동남로51길 9,기타(오피스텔),147000000,100.0,-25
개인사업자,2024-09-07,기간만료미반환,부산광역시 서구 장군산로103번길 9,다가구주택,50000000,100.0,-34
개인사업자,2024-01-05,기간만료미반환,충청북도 충주시 봉계6길 7,다세대주택,178000000,100.0,-67
개인사업자,2025-11-09,기간만료미반환,경상북도 안동시 원동1길 7,기타(오피스텔),100000000,100.0,62
개인사업자,2025-08-19,기간만료미반환,서울특별시 강북구 4.19로2길 13,아파트,60000000,100.0,64
개인사업자,2024-07-29,기간만료미반환,부산광역시 연제구 봉수로85번길 7,기타(오피스텔),140000000,100.0,62
개인사업자,2025-11-13,기간만료미반환,서울특별시 도봉구 해등로16가길 27,다세대주택,191000000,100.0,71
개인사업자,2024-04-19,기간만료미반환,광주광역시 북구 첨단벤처소로 50,다세대주택,180000000,100.0,-28
개인사업자,2025-01-04,기간만료미반환,광주광역시 북구 독립로408번길 20,다세대주택,70000000,100.0,29
개인사업자,2024-12-20,기간만료미반환,서울특별시 강서구 강서로12길 5,아파트,120000000,100.0,-51
개인사업자,2026-02-18,기간만료미반환,경기도 성남시 분당구 판교로255번길 0,아파트,110000000,100.0,-44
개인사업자,2025-05-14,기간만료미반환,대구광역시 달성군 달성군청로6길 21,다세대주택,75000000,100.0,62
개인사업자,2025-01-22,기간만료미반환,충청남도 아산시 수장로25번길 16,다세대주택,125000000,100.0,35
개인사업자,2025-11-27,기간만료미반환,서울특별시 강서구 강서로17나길 7,다세대주택,110000000,100.0,62
개인사업자,2025-03-27,기간만료미반환,충청북도 충주시 신촌3길 30,기타(오피스텔),220000000,100.0,-92
개인사업자,2025-08-09,기간만료미반환,서울특별시 강서구 초원로10길 14,기타(오피스텔),80000000,100.0,21
개인사업자,2024-07-13,기간만료미반환,부산광역시 부산진구 동평로76번길 34,다세대주택,110000000,100.0,64
개인사업자,2025-10-31,기간만료미반환,서울특별시 도봉구 도봉로150나길 6,아파트,125000000,100.0,61
개인사업자,2025-12-22,기간만료미반환,서울특별시 강동구 양재대로117길 45,다세대주택,140000000,100.0,41
개인사업자,2025-02-16,기간만료미반환,충청북도 충주시 화암마그실길 27,다세대주택,147000000,100.0,-71
개인사업자,2025-02-27,기간만료미반환,서울특별시 강서구 개화동로25길 45,다세대주택,126000000,100.0,62
개인사업자,2025-12-13,기간만료미반환,서울특별시 강서구 등촌로51나길 18,아파트,160000000,100.0,-31
개인사업자,2024-09-22,기간만료미반환,광주광역시 북구 효죽로 43,다세대주택,50000000,100.0,-38
개인사업자,2024-05-23,기간만료미반환,서울특별시 구로구 부일로15가길 18,기타(오피스텔),110000000,100.0,-21
개인사업자,2024-09-21,기간만료미반환,부산광역시 부산진구 진사로68번길 2,기타(오피스텔),100000000,100.0,103
개인사업자,2025-02-27,기간만료미반환,충청남도 아산시 권곡로 19,다세대주택,166900000,100.0,249
개인사업자,2025-02-16,기간만료미반환,서울특별시 강서구 공항대로2길 47,다세대주택,160000000,100.0,62
개인사업자,2025-04-06,기간만료미반환,서울특별시 마포구 와우산로21길 28,다세대주택,100000000,100.0,62
개인사업자,2024-06-20,기간만료미반환,서울특별시 강서구 화곡로31다길 4,기타(오피스텔),130000000,100.0,31
개인사업자,2026-01-04,기간만료미반환,부산광역시 남구 못골번영로46번길 12,기타(오피스텔),60000000,100.0,62
개인사업자,2025-04-20,기간만료미반환,부산광역시 수영구 수영로522번길 12,다세대주택,77000000,100.0,0
개인사업자,2025-06-25,기간만료미반환,충청북도 충주시 칠금중앙6길 3,다세대주택,80000000,100.0,29
개인사업자,2025-12-13,기간만료미반환,부산광역시 부산진구 동평로119번길 32,기타(오피스텔),90000000,100.0,-11
개인사업자,2025-04-04,기간만료미반환,서울특별시 강서구 방화동로1길 49,아파트,200000000,100.0,62
개인사업자,2026-05-18,기간만료미반환,,기타(오피스텔),189000000,100.0,70
개인사업자,2025-04-04,기간만료미반환,,기타(오피스텔),119000000,100.0,64
개인사업자,2025-04-10,기간만료미반환,경상북도 영천시 금호1길 63,기타(오피스텔),65000000,100.0,62
개인사업자,2025-01-28,기간만료미반환,서울특별시 구로구 신도림로 40,다세대주택,100000000,100.0,92
개인사업자,2024-05-24,기간만료미반환,서울특별시 마포구 양화로1길 88,기타(오피스텔),70000000,100.0,62
개인사업자,2025-12-26,기간만료미반환,대구광역시 달성군 북리3길 22,기타(오피스텔),130000000,100.0,86
개인사업자,2025-02-19,기간만료미반환,광주광역시 북구 중문로9번길 7,다세대주택,90000000,100.0,63
개인사업자,2025-10-24,기간만료미반환,,기타(오피스텔),137500000,100.0,69
개인사업자,2023-12-16,기간만료미반환,서울특별시 강남구 봉은사로55길 41,아파트,90000000,100.0,69
개인사업자,2025-08-13,기간만료미반환,광주광역시 북구 민주로433번길 4,다세대주택,168000000,100.0,63
개인사업자,2024-09-16,기간만료미반환,부산광역시 기장군 정관6로 52,기타(오피스텔),160000000,100.0,17
개인사업자,2025-05-15,기간만료미반환,광주광역시 북구 무등로114번길 20,기타(오피스텔),265000000,100.0,-38
개인사업자,2023-09-29,기간만료미반환,,기타(오피스텔),180000000,100.0,1
개인사업자,2024-03-30,기간만료미반환,서울특별시 강서구 공항대로53길 18,다가구주택,100000000,100.0,18
개인사업자,2025-08-01,기간만료미반환,충청남도 아산시 선문로350번길 53,기타(오피스텔),147000000,100.0,-52
개인사업자,2024-04-09,기간만료미반환,광주광역시 북구 매곡로69번길 3,다세대주택,130000000,100.0,62
개인사업자,2025-05-02,기간만료미반환,광주광역시 광산구 도야길 40,기타(오피스텔),94000000,100.0,-81
개인사업자,2025-02-15,기간만료미반환,서울특별시 강서구 공항대로53가길 36,연립주택,120000000,100.0,62
개인사업자,2025-07-01,기간만료미반환,충청남도 아산시 아산만로291번길 24,다세대주택,145000000,100.0,63
개인사업자,2025-01-13,기간만료미반환,부산광역시 남구 우암로 228,기타(오피스텔),60000000,100.0,4
개인사업자,2025-09-25,기간만료미반환,전라남도 함평군 함평천좌길 50,아파트,85000000,100.0,5
개인사업자,2025-10-09,기간만료미반환,부산광역시 남구 유엔로75번나길 43,연립주택,110000000,100.0,63
개인사업자,2024-05-22,기간만료미반환,경기도 김포시 김포대로1978번길 18,기타(오피스텔),160000000,100.0,72
개인사업자,2025-12-22,기간만료미반환,광주광역시 북구 청계로 83,아파트,140000000,100.0,62
개인사업자,2025-11-03,기간만료미반환,광주광역시 북구 중가로37번길 13,아파트,59500000,100.0,64
개인사업자,2026-03-27,기간만료미반환,경기도 용인시 기흥구 사은로126번길 0,다세대주택,140000000,100.0,61
개인사업자,2025-11-02,기간만료미반환,경기도 오산시 법원로15번길 57,기타(오피스텔),230000000,100.0,53
개인사업자,2024-05-25,기간만료미반환,전라남도 광양시 서산길 70,다가구주택,80000000,100.0,62
개인사업자,2023-08-31,기간만료미반환,전라남도 무안군 하수장길 30,다세대주택,130000000,100.0,62
개인사업자,2026-03-28,기간만료미반환,대구광역시 달성군 하빈로82길 8,기타(오피스텔),110000000,100.0,62
개인사업자,2025-02-24,기간만료미반환,부산광역시 수영구 호암로9번길 26,아파트,55000000,100.0,55
개인사업자,2025-06-08,기간만료미반환,부산광역시 동래구 금강공원로20번길 24,다가구주택,125000000,100.0,-81
개인사업자,2024-05-15,기간만료미반환,서울특별시 마포구 망원로1길 36,기타(오피스텔),70000000,100.0,-32
개인사업자,2024-03-01,기간만료미반환,부산광역시 부산진구 진남로327번길 5,다세대주택,40000000,100.0,-63
개인사업자,2023-11-07,기간만료미반환,경기도 평택시 무수길 11,다가구주택,162750000,100.0,15
개인사업자,2025-08-30,기간만료미반환,서울특별시 성북구 화랑로42길 14,기타(오피스텔),120000000,100.0,182
개인사업자,2025-05-09,기간만료미반환,서울특별시 강서구 화곡로54길 14,다세대주택,255000000,100.0,137
개인사업자,2025-11-25,기간만료미반환,광주광역시 북구 첨단연신로288번길 48,기타(오피스텔),60000000,100.0,62
개인사업자,2024-09-13,기간만료미반환,경기도 안양시 만안구 석수로178번길 0,기타(오피스텔),120000000,100.0,-86
개인사업자,2025-09-15,기간만료미반환,광주광역시 북구 양지길2번길 11,다세대주택,75000000,100.0,61
개인사업자,2026-01-30,기간만료미반환,서울특별시 성북구 선잠로2다길 13,다가구주택,130000000,100.0,17
개인사업자,2024-03-15,기간만료미반환,,기타(오피스텔),90000000,100.0,-88
개인사업자,2024-08-02,기간만료미반환,부산광역시 동래구 아시아드대로133번길 7,다세대주택,99000000,100.0,85
개인사업자,2026-05-10,기간만료미반환,부산광역시 수영구 광일로20번길 20,다세대주택,250000000,100.0,25
개인사업자,2025-05-18,기간만료미반환,서울특별시 영등포구 영중로42길 5,아파트,90000000,100.0,59
개인사업자,2024-11-11,기간만료미반환,부산광역시 동래구 명서로112번가길 22,아파트,115000000,100.0,63
개인사업자,2024-11-29,기간만료미반환,,기타(오피스텔),150000000,100.0,62
개인사업자,2025-02-05,기간만료미반환,서울특별시 금천구 독산로41가길 8,다세대주택,130000000,100.0,63
개인사업자,2024-09-05,기간만료미반환,,다세대주택,70000000,100.0,59
개인사업자,2025-07-29,기간만료미반환,경상북도 영천시 단포2안길 5,기타(오피스텔),70000000,100.0,-47
개인사업자,2026-02-25,기간만료미반환,대구광역시 수성구 지산로14안길 20,다세대주택,70000000,100.0,-46
개인사업자,2026-04-30,기간만료미반환,,기타(오피스텔),130000000,100.0,39
개인사업자,2024-12-11,기간만료미반환,충청북도 충주시 만리산4길 4,다세대주택,55000000,100.0,61
개인사업자,2025-03-19,기간만료미반환,서울특별시 강서구 방화대로29길 4,기타(오피스텔),45000000,100.0,61
개인사업자,2024-02-07,기간만료미반환,서울특별시 강서구 강서로29길 55,다세대주택,75000000,100.0,-10
개인사업자,2025-02-20,기간만료미반환,경기도 안양시 만안구 석천로211번길 0,기타(오피스텔),210000000,100.0,47
개인사업자,2025-06-21,기간만료미반환,광주광역시 북구 군왕로117번길 80,기타(오피스텔),220000000,100.0,49
개인사업자,2025-07-11,기간만료미반환,서울특별시 관악구 남부순환로190길 16,다세대주택,185000000,100.0,62
개인사업자,2025-07-08,기간만료미반환,경기도 수원시 권선구 권선로694번길 0,아파트,74000000,100.0,62
개인사업자,2024-09-22,기간만료미반환,서울특별시 송파구 삼전로9길 27,다세대주택,141700000,100.0,61
개인사업자,2024-07-13,기간만료미반환,부산광역시 사상구 양지로24번길 21,다세대주택,70000000,100.0,62
개인사업자,2024-03-09,기간만료미반환,경기도 파주시 사임당로259번길 174,기타(오피스텔),100000000,100.0,23
개인사업자,2025-06-29,기간만료미반환,서울특별시 강서구 초록마을로7가길 2,아파트,150000000,100.0,60
개인사업자,2026-02-21,기간만료미반환,전라남도 무안군 동산길 68,다세대주택,55000000,100.0,62
개인사업자,2025-06-27,기간만료미반환,부산광역시 부산진구 국악로 33,아파트,30000000,100.0,-85
개인사업자,2024-06-28,기간만료미반환,경기도 오산시 오산로290번길 21,다세대주택,120000000,100.0,71
개인사업자,2025-07-06,기간만료미반환,경기도 연천군 구시울길 168,다세대주택,65000000,100.0,62
개인사업자,2024-07-31,공사인정사유,부산광역시 동래구 시실로215번길 22,다세대주택,159600000,100.0,62
개인사업자,2025-08-02,기간만료미반환,서울특별시 금천구 시흥대로84다길 34,다세대주택,180000000,100.0,62
개인사업자,2025-07-28,기간만료미반환,부산광역시 수영구 광일로14번길 13,기타(오피스텔),148000000,100.0,-85
개인사업자,2024-05-19,기간만료미반환,전라남도 광양시 길호5길 20,다세대주택,80000000,100.0,63
개인사업자,2025-07-17,기간만료미반환,서울특별시 강서구 공항대로49길 5,기타(오피스텔),59000000,100.0,62
개인사업자,2024-09-06,기간만료미반환,서울특별시 은평구 갈현로11길 12,다가구주택,90000000,100.0,-55
개인사업자,2026-01-04,기간만료미반환,경기도 수원시 권선구 경수대로384번길 0,다세대주택,70000000,100.0,-7
개인사업자,2025-08-26,기간만료미반환,광주광역시 북구 무등로102번길 22,다세대주택,115000000,100.0,-51
개인사업자,2024-09-16,기간만료미반환,부산광역시 남구 홍암2길 30,다가구주택,40000000,100.0,62
개인사업자,2025-08-24,기간만료미반환,서울특별시 강서구 강서로5라길 58,다세대주택,131000000,100.0,53
개인사업자,2023-11-15,기간만료미반환,경상남도 거제시 장좌1길 36,다세대주택,160000000,100.0,-29
개인사업자,2025-12-31,기간만료미반환,경기도 용인시 기흥구 동백1로41번길 0,기타(오피스텔),65000000,100.0,-14
개인사업자,2026-02-18,기간만료미반환,,기타(오피스텔),110000000,100.0,-18
개인사업자,2026-01-30,기간만료미반환,서울특별시 강서구 강서로76길 29,연립주택,60000000,100.0,63
개인사업자,2024-07-29,기간만료미반환,경기도 수원시 팔달구 정조로758번길 0,기타(오피스텔),178000000,100.0,60
개인사업자,2024-06-09,기간만료미반환,서울특별시 강서구 까치산로12길 7,다세대주택,194250000,100.0,50
개인사업자,2025-12-30,기간만료미반환,,다가구주택,80000000,100.0,25
개인사업자,2025-05-07,기간만료미반환,전라남도 목포시 산정공단로 4,다세대주택,62500000,100.0,-49
개인사업자,2023-08-30,기간만료미반환,서울특별시 강서구 금낭화로23길 8,다세대주택,270000000,100.0,62
개인사업자,2024-06-29,기간만료미반환,서울특별시 강서구 강서로29길 55,다세대주택,55000000,100.0,60
개인사업자,2024-01-28,기간만료미반환,경기도 오산시 외삼미로 162,기타(오피스텔),36000000,100.0,62
개인사업자,2026-01-26,기간만료미반환,서울특별시 관악구 양지10길 2,기타(오피스텔),125000000,100.0,60
개인사업자,2023-04-07,기간만료미반환,경기도 수원시 팔달구 정조로796번길 0,다세대주택,75000000,100.0,-97
개인사업자,2024-12-01,기간만료미반환,서울특별시 강서구 강서로33길 43,다세대주택,73000000,100.0,62
개인사업자,2025-08-16,기간만료미반환,서울특별시 강서구 공항대로39길 115,기타(오피스텔),136500000,100.0,-84
개인사업자,2025-04-06,기간만료미반환,광주광역시 광산구 평동산단6번로 102,아파트,80000000,100.0,60
개인사업자,2024-12-30,기간만료미반환,부산광역시 부산진구 중앙대로692번길 16,기타(오피스텔),199000000,100.0,32
개인사업자,2025-08-10,기간만료미반환,서울특별시 강서구 공항대로48길 40,다세대주택,65000000,100.0,22
개인사업자,2025-08-26,기간만료미반환,서울특별시 양천구 화곡로12길 10,기타(오피스텔),130000000,100.0,-11
개인사업자,2025-02-19,기간만료미반환,,기타(오피스텔),182000000,100.0,-7
개인사업자,2024-08-27,기간만료미반환,광주광역시 북구 지산마을길 54,다세대주택,157500000,100.0,37
개인사업자,2025-04-06,기간만료미반환,경기도 동두천시 평화로2169번길 22,아파트,50000000,100.0,-95
개인사업자,2025-10-14,기간만료미반환,경기도 수원시 영통구 산남로73번길 0,다세대주택,90000000,100.0,62
개인사업자,2024-09-13,기간만료미반환,서울특별시 성북구 동소문로24길 51,다가구주택,120000000,100.0,63
개인사업자,2024-06-14,기간만료미반환,부산광역시 부산진구 백양순환로95번길 47,다세대주택,180000000,100.0,251
개인사업자,2026-01-30,기간만료미반환,서울특별시 마포구 새창로6나길 11,기타(오피스텔),63000000,100.0,7
개인사업자,2024-02-27,기간만료미반환,경상남도 양산시 삼성2길 8,기타(오피스텔),84000000,100.0,-65
개인사업자,2024-05-02,기간만료미반환,충청남도 예산군 예중길25번길 6,기타(오피스텔),65000000,100.0,0
개인사업자,2024-09-22,기간만료미반환,서울특별시 강서구 화곡로31나길 14,기타(오피스텔),60000000,100.0,16
개인사업자,2024-05-18,기간만료미반환,서울특별시 강서구 방화동로3길 36,기타(오피스텔),199500000,100.0,63
개인사업자,2026-02-17,기간만료미반환,서울특별시 강서구 방화대로44길 24,다세대주택,189000000,100.0,60
개인사업자,2024-07-17,기간만료미반환,전라남도 무안군 중등포길 9,기타(오피스텔),70000000,100.0,63
개인사업자,2024-11-22,기간만료미반환,충청남도 예산군 탑말1길 27,아파트,95000000,100.0,33
개인사업자,2024-03-06,기간만료미반환,서울특별시 구로구 고척로22길 72,다세대주택,65000000,100.0,62
개인사업자,2023-11-24,공사인정사유,경기도 군포시 산본로323번길 16,기타(오피스텔),70000000,100.0,9
개인사업자,2025-01-08,기간만료미반환,서울특별시 강서구 까치산로16길 28,기타(오피스텔),64000000,100.0,72
개인사업자,2024-06-24,기간만료미반환,,다세대주택,110000000,100.0,-59
개인사업자,2025-10-20,기간만료미반환,충청남도 예산군 차동불무길 150,단독주택,92000000,100.0,20
개인사업자,2025-06-27,기간만료미반환,서울특별시 구로구 고척로33가길 61,다세대주택,72000000,100.0,63
개인사업자,2025-05-24,기간만료미반환,서울특별시 금천구 시흥대로152길 11,다가구주택,80000000,100.0,62
개인사업자,2025-06-17,기간만료미반환,서울특별시 광진구 자양로19길 42,기타(오피스텔),75000000,100.0,-6
개인사업자,2024-09-22,기간만료미반환,,기타(오피스텔),80000000,100.0,-105
개인사업자,2025-04-06,기간만료미반환,서울특별시 강서구 금낭화로24가길 25,기타(오피스텔),179000000,100.0,94
개인사업자,2025-01-14,기간만료미반환,서울특별시 금천구 독산로10가길 5,다세대주택,140000000,100.0,-40
개인사업자,2025-02-09,기간만료미반환,경기도 용인시 기흥구 마북로247번길 0,다세대주택,100000000,100.0,-14
개인사업자,2025-12-05,기간만료미반환,경기도 평택시 고잔7길 73,기타(오피스텔),80000000,100.0,40
개인사업자,2024-10-12,기간만료미반환,충청북도 충주시 능말3길 7,기타(오피스텔),70000000,100.0,-56
개인사업자,2024-12-01,기간만료미반환,부산광역시 동래구 동래로179번나길 8,다세대주택,135000000,100.0,-2
개인사업자,2024-11-16,기간만료미반환,경상북도 영천시 덕동길 22,기타(오피스텔),141750000,100.0,74
개인사업자,2024-07-01,기간만료미반환,경기도 화성시 북촌길 0,기타(오피스텔),60000000,100.0,-11
개인사업자,2024-12-05,기간만료미반환,서울특별시 강서구 우장산로4길 15,연립주택,131000000,100.0,62
개인사업자,2025-11-30,기간만료미반환,,다세대주택,126000000,100.0,40
개인사업자,2024-08-11,기간만료미반환,경상북도 영천시 도근리길 4,다세대주택,120000000,100.0,63
개인사업자,2024-11-11,기간만료미반환,부산광역시 동래구 아시아드대로164번길 74,다세대주택,139000000,100.0,62
개인사업자,2025-05-03,기간만료미반환,인천광역시 남동구 백범로169번길 46,다세대주택,40000000,100.0,61
개인사업자,2024-10-04,기간만료미반환,인천광역시 남동구 은봉로375번길 42,기타(오피스텔),70000000,100.0,-85
개인사업자,2025-11-04,기간만료미반환,서울특별시 구로구 경인로35다길 1,다세대주택,100000000,100.0,62
개인사업자,2025-04-04,기간만료미반환,전라남도 무안군 참새골길 82,다세대주택,75000000,100.0,62
법인사업자,2025-03-12,기간만료미반환,전라남도 광양시 서석길 6,다가구주택,40000000,100.0,57
개인사업자,2025-12-03,기간만료미반환,충청북도 충주시 황토골3길 26,다세대주택,183000000,100.0,85
개인사업자,2025-07-21,기간만료미반환,부산광역시 수영구 수영성로8번길 43,기타(오피스텔),165375000,100.0,57
개인사업자,2025-08-15,기간만료미반환,경상북도 안동시 자곡길 296,다세대주택,136000000,100.0,62
개인사업자,2026-05-10,기간만료미반환,서울특별시 구로구 구일로 166,다세대주택,75000000,100.0,46
개인사업자,2024-07-21,기간만료미반환,서울특별시 강서구 초원로 16,기타(오피스텔),140000000,100.0,228
개인사업자,2024-09-04,기간만료미반환,경기도 화성시 동탄지성로391번길 0,다세대주택,90000000,100.0,-65
개인사업자,2024-09-14,기간만료미반환,서울특별시 금천구 벚꽃로40길 8,다세대주택,120000000,100.0,65
개인사업자,2025-04-04,기간만료미반환,서울특별시 영등포구 도림로110길 2,기타(오피스텔),30000000,100.0,62
개인사업자,2025-01-24,기간만료미반환,경상남도 거제시 견내량1길 48,다세대주택,94500000,100.0,-75
개인사업자,2024-09-20,기간만료미반환,경상남도 거제시 구천5길 24,다가구주택,150000000,100.0,62
개인사업자,2024-09-06,기간만료미반환,충청남도 예산군 원천전죽길 107,다세대주택,130000000,100.0,2
개인사업자,2025-02-06,기간만료미반환,부산광역시 부산진구 엄광로412번길 22,기타(오피스텔),110000000,100.0,52
개인사업자,2024-09-08,기간만료미반환,부산광역시 남구 전포대로40번길 22,기타(오피스텔),189000000,100.0,62
개인사업자,2024-11-04,기간만료미반환,경기도 안산시 단원구 원고잔공원로 0,다세대주택,65000000,100.0,14
개인사업자,2024-06-26,기간만료미반환,부산광역시 사상구 주례로10번길 53,기타(오피스텔),188000000,100.0,-11
개인사업자,2024-01-19,기간만료미반환,서울특별시 구로구 구로동로14길 53,기타(오피스텔),165000000,100.0,51
개인사업자,2025-04-04,기간만료미반환,경기도 오산시 오산로178번길 27,다세대주택,173000000,100.0,62
개인사업자,2024-04-28,기간만료미반환,전라남도 목포시 북항주택로32번길 9,기타(오피스텔),170000000,100.0,0
개인사업자,2024-09-22,기간만료미반환,경상북도 안동시 예봉로 745,기타(오피스텔),85000000,100.0,-11
개인사업자,2025-08-06,기간만료미반환,부산광역시 수영구 황령대로457번길 23,기타(오피스텔),60000000,100.0,62
개인사업자,2025-01-05,기간만료미반환,부산광역시 부산진구 당감서로94번길 25,다세대주택,70000000,100.0,57
개인사업자,2025-07-26,기간만료미반환,충청북도 충주시 복여울2길 24,다세대주택,130000000,100.0,36
개인사업자,2024-06-24,기간만료미반환,경기도 수원시 팔달구 동말로48번길 0,기타(오피스텔),140000000,100.0,-89
개인사업자,2025-03-07,기간만료미반환,서울특별시 영등포구 대림로27길 11,다세대주택,93700000,100.0,29
개인사업자,2025-06-02,기간만료미반환,부산광역시 북구 금곡대로208번길 13,다세대주택,168000000,100.0,62
개인사업자,2026-04-21,기간만료미반환,서울특별시 강서구 개화동로5길 17,기타(오피스텔),75000000,100.0,-29
개인사업자,2024-07-17,기간만료미반환,경기도 양평군 동문2길 32,기타(오피스텔),105000000,100.0,62
개인사업자,2024-08-02,기간만료미반환,광주광역시 광산구 풍영로169번길 46,다세대주택,199000000,100.0,60
개인사업자,2024-09-28,기간만료미반환,경기도 화성시 정남동로 0,다세대주택,60000000,100.0,62
개인사업자,2024-12-18,기간만료미반환,충청남도 예산군 상궁1길 169,다세대주택,73500000,100.0,62
개인사업자,2025-05-21,기간만료미반환,경기도 수원시 장안구 덕영대로445번길 0,다세대주택,170000000,100.0,59
개인사업자,2023-12-28,기간만료미반환,,다세대주택,65000000,100.0,61
개인사업자,2025-05-14,기간만료미반환,경기도 수원시 팔달구 정조로 0,기타(오피스텔),50000000,100.0,-63
개인사업자,2024-08-23,기간만료미반환,부산광역시 해운대구 해운대로383번가길 57,아파트,60000000,100.0,-45
개인사업자,2025-04-20,기간만료미반환,충청북도 충주시 부연길 119,다세대주택,100000000,100.0,62
개인사업자,2025-12-30,기간만료미반환,경기도 동두천시 평화로2763번길 13,다세대주택,50000000,100.0,63
개인사업자,2025-08-16,기간만료미반환,서울특별시 금천구 시흥대로54길 32,다세대주택,110000000,100.0,63
개인사업자,2024-04-29,기간만료미반환,부산광역시 서구 까치고개로 118,기타(오피스텔),178000000,100.0,-56
개인사업자,2025-12-28,기간만료미반환,서울특별시 강서구 강서로48길 40,기타(오피스텔),70000000,100.0,60
개인사업자,2024-10-28,기간만료미반환,인천광역시 서구 탁옥로74번길 3,다세대주택,204750000,100.0,6
개인사업자,2024-11-15,기간만료미반환,부산광역시 부산진구 동평로181번길 29,기타(오피스텔),162700000,100.0,62
개인사업자,2024-05-02,기간만료미반환,서울특별시 강서구 강서로41길 74,다세대주택,76650000,100.0,60
개인사업자,2026-01-08,기간만료미반환,전라남도 광양시 선소중앙길 35,다세대주택,100000000,100.0,9
개인사업자,2024-12-28,기간만료미반환,인천광역시 남동구 인주대로624번길 8,기타(오피스텔),50000000,100.0,53
개인사업자,2024-05-02,기간만료미반환,서울특별시 강서구 곰달래로 180,다세대주택,65000000,100.0,40
개인사업자,2025-03-09,기간만료미반환,부산광역시 사상구 주감로7번길 3,다세대주택,160000000,100.0,50
개인사업자,2024-09-28,기간만료미반환,경상북도 구미시 봉곡로10길 9,다세대주택,80000000,100.0,-14
개인사업자,2025-10-29,기간만료미반환,전라남도 광양시 인서8길 31,연립주택,170000000,100.0,60
개인사업자,2025-10-11,기간만료미반환,충청북도 충주시 자사골길 15,연립주택,171000000,100.0,291
개인사업자,2025-11-03,기간만료미반환,서울특별시 강서구 강서로45라길 15,다세대주택,30000000,100.0,63
개인사업자,2024-09-13,기간만료미반환,부산광역시 부산진구 봉수로 52,기타(오피스텔),240000000,100.0,-39
개인사업자,2025-04-10,기간만료미반환,서울특별시 영등포구 선유서로26길 11,다세대주택,120000000,100.0,-11
개인사업자,2025-08-26,기간만료미반환,서울특별시 강서구 가로공원로74길 7,다가구주택,170000000,100.0,-14
개인사업자,2024-09-05,기간만료미반환,부산광역시 부산진구 동성로62번길 40,다세대주택,130000000,100.0,62
