상품명,경/공매신청일자,신청청구금액,채권구분,발생일자,발생금액,발생금액대비 총회수금액(%),신청일자대비 배당 소요일
전세보증금반환보증,2025-02-06,440000000,소송대지급금,2025-05-28,550000,100.0,536
전세보증금반환보증,2023-10-17,260000000,소송대지급금,2023-12-21,2127500,100.0,482
개인임대사업자임대보증금보증,2024-12-05,136432198,소송대지급금,2024-12-13,550000,100.0,258
전세보증금반환보증,2024-12-18,129000000,소송대지급금,2025-05-15,2853950,97.61,505
전세보증금반환보증,2023-01-17,190000000,소송대지급금,2022-12-29,551000,100.0,237
전세보증금반환보증,2025-04-15,320000000,소송대지급금,2025-08-06,3349120,91.73,306
전세보증금반환보증,2025-01-08,81000000,소송대지급금,2025-06-09,298500,100.0,380
전세보증금반환보증,2024-12-05,290000000,소송대지급금,2024-11-06,2325900,100.0,417
전세보증금반환보증,2025-01-10,87500000,소송대지급금,2025-05-20,556500,96.36,460
전세보증금반환보증,2025-05-29,149706275,소송대지급금,2025-11-03,827300,100.0,396
전세보증금반환보증,2024-05-29,180000000,소송대지급금,2023-12-08,110000,100.0,429
전세보증금반환보증,2024-03-13,210000000,소송대지급금,2025-02-07,550000,100.0,558
전세보증금반환보증,2024-09-02,285000000,소송대지급금,2024-08-02,3620420,100.0,520
전세보증금반환보증,2025-03-11,314836689,소송대지급금,2025-07-02,551000,100.0,535
전세보증금반환보증,2023-08-04,260000000,소송대지급금,2023-07-19,1295300,100.0,345
전세보증금반환보증,2024-04-05,449000000,소송대지급금,2023-07-31,2295950,100.0,408
전세보증금반환보증,2024-03-22,241082588,소송대지급금,2024-04-15,550000,100.0,358
전세보증금반환보증,2024-03-22,80000000,소송대지급금,2024-05-03,3153360,100.0,358
전세보증금반환보증,2024-06-19,179850859,소송대지급금,2024-12-31,551000,100.0,546
전세보증금반환보증,2024-12-06,310808412,소송대지급금,2025-02-07,132000,100.0,251
전세보증금반환보증,2024-12-20,248000000,소송대지급금,2025-07-02,2634700,100.0,476
전세보증금반환보증,2024-08-26,286427276,소송대지급금,2024-03-07,2117720,100.0,509
전세보증금반환보증,2024-07-24,826000000,소송대지급금,2024-12-11,2916500,100.0,423
전세보증금반환보증,2025-01-16,166460548,소송대지급금,2024-12-31,4729740,100.0,534
전세보증금반환보증,2024-04-04,178000000,소송대지급금,2024-05-28,3557370,88.12,513
전세보증금반환보증,2024-03-13,205996540,소송대지급금,2024-07-11,3318150,100.0,613
전세보증금반환보증,2025-02-20,313781987,소송대지급금,2024-11-08,2627820,100.0,480
전세보증금반환보증,2024-10-08,225000000,소송대지급금,2024-03-04,1193000,100.0,560
전세보증금반환보증,2024-11-20,126000000,소송대지급금,2024-12-16,1916896,100.0,210
전세보증금반환보증,2024-11-15,248000000,소송대지급금,2025-05-08,2526500,100.0,345
전세보증금반환보증,2024-04-03,136000000,소송대지급금,2024-03-28,245700,100.0,359
전세보증금반환보증,2025-05-09,156817084,소송대지급금,2025-04-17,913700,91.48,302
개인임대사업자임대보증금보증,2024-08-13,295848766,소송대지급금,2024-11-18,2843500,96.05,442
개인임대사업자임대보증금보증,2024-04-17,245000000,소송대지급금,2024-04-18,3817600,60.66,525
개인임대사업자임대보증금보증,2024-10-22,95000000,구상채권(신상품),2024-08-13,282200,100.0,406
전세보증금반환보증,2024-11-13,179000000,소송대지급금,2025-02-27,3531040,100.0,672
전세보증금반환보증,2024-09-09,150000000,소송대지급금,2025-03-18,1154700,92.38,623
전세보증금반환보증,2025-02-20,219000000,소송대지급금,2024-12-31,3092760,100.0,301
전세보증금반환보증,2024-07-01,265000000,소송대지급금,2024-11-18,1141700,99.49,371
전세보증금반환보증,2024-12-16,155000000,소송대지급금,2025-03-19,2489940,100.0,441
전세보증금반환보증,2024-04-05,229383287,소송대지급금,2024-12-31,550000,100.0,476
전세보증금반환보증,2025-02-14,159205328,소송대지급금,2024-12-16,3122220,100.0,398
전세보증금반환보증,2024-07-18,208000000,소송대지급금,2025-04-29,132000,100.0,428
전세보증금반환보증,2024-09-02,100000000,소송대지급금,2024-08-26,2518610,100.0,590
전세보증금반환보증,2025-04-02,160000000,소송대지급금,2025-07-14,550000,100.0,580
전세보증금반환보증,2023-08-31,165000000,소송대지급금,2023-07-31,551000,100.0,414
전세보증금반환보증,2025-04-22,175000000,소송대지급금,2025-03-27,2484230,69.05,328
전세보증금반환보증,2024-05-01,260000000,소송대지급금,2024-12-31,2564500,100.0,548
전세보증금반환보증,2024-07-30,130000000,소송대지급금,2024-05-22,63500,100.0,615
전세보증금반환보증,2023-12-28,329000000,소송대지급금,2024-09-11,3252380,100.0,552
전세보증금반환보증,2024-04-22,240399003,소송대지급금,2023-12-22,3026500,100.0,362
개인임대사업자임대보증금보증,2024-11-28,259000000,소송대지급금,2025-07-23,551000,100.0,364
전세보증금반환보증,2024-01-19,204000000,소송대지급금,2024-07-09,2586350,100.0,378
전세보증금반환보증,2024-07-23,208000000,소송대지급금,2024-08-27,2948420,100.0,668
전세보증금반환보증,2024-10-11,249612995,소송대지급금,2024-11-21,556000,96.5,379
개인임대사업자임대보증금보증,2025-06-10,312000000,소송대지급금,2025-05-29,120000,100.0,376
전세보증금반환보증,2023-04-27,107607580,소송대지급금,2023-06-28,659100,100.0,379
전세보증금반환보증,2024-12-16,189721890,소송대지급금,2025-01-07,2404500,100.0,224
전세보증금반환보증,2024-07-02,292805352,소송대지급금,2024-07-23,2975090,100.0,366
개인임대사업자임대보증금보증,2024-12-10,282000000,소송대지급금,2025-04-09,3630500,100.0,254
전세보증금반환보증,2024-11-18,141000000,소송대지급금,2024-10-28,110000,100.0,446
전세보증금반환보증,2025-01-02,296454160,소송대지급금,2024-11-14,551500,100.0,230
전세보증금반환보증,2025-09-16,314445103,소송대지급금,2026-03-30,2619770,88.26,510
전세보증금반환보증,2023-05-17,255000000,소송대지급금,2023-07-03,3398600,100.0,544
전세보증금반환보증,2024-10-04,365404628,소송대지급금,2025-01-02,2420500,100.0,412
전세보증금반환보증,2024-04-01,137000000,소송대지급금,2024-06-14,3085670,99.76,409
전세보증금반환보증,2024-12-12,259000000,소송대지급금,2025-06-11,551000,100.0,585
전세보증금반환보증,2024-09-04,108140681,소송대지급금,2025-03-06,3338500,99.99,414
전세보증금반환보증,2024-03-20,235000000,소송대지급금,2024-11-19,5153,100.0,587
전세보증금반환보증,2024-11-20,173913294,소송대지급금,2024-12-20,3195000,100.0,659
전세보증금반환보증,2024-06-13,125783239,소송대지급금,2024-02-13,770700,87.02,339
전세보증금반환보증,2023-10-13,187133379,소송대지급금,2024-05-28,550000,100.0,437
전세보증금반환보증,2024-07-29,160000000,소송대지급금,2024-06-27,2288300,71.35,477
전세보증금반환보증,2025-02-21,197648241,소송대지급금,2025-02-05,564900,100.0,406
전세보증금반환보증,2024-03-20,180000000,소송대지급금,2024-07-09,2928660,100.0,391
전세보증금반환보증,2023-12-08,130000000,소송대지급금,2023-07-07,3670030,100.0,407
전세보증금반환보증,2023-09-06,105000000,소송대지급금,2024-10-24,2309790,100.0,562
개인임대사업자임대보증금보증,2025-04-11,275000000,소송대지급금,2025-07-09,2741200,100.0,423
전세보증금반환보증,2024-11-15,240000000,소송대지급금,2024-03-07,761900,100.0,329
전세보증금반환보증,2024-08-20,227329897,소송대지급금,2024-11-08,556500,92.01,581
전세보증금반환보증,2023-05-11,177000000,소송대지급금,2023-06-19,2766500,100.0,521
전세보증금반환보증,2024-03-13,195000000,소송대지급금,2024-06-20,550000,100.0,503
전세보증금반환보증,2024-10-02,102000000,소송대지급금,2024-10-21,21500,100.0,399
전세보증금반환보증,2025-01-17,98181454,소송대지급금,2024-11-18,551000,100.0,271
전세보증금반환보증,2025-01-22,95074013,소송대지급금,2025-03-11,2230700,100.0,557
전세보증금반환보증,2025-03-06,99900000,소송대지급금,2025-06-17,556500,100.0,11
전세보증금반환보증,2024-12-05,338000000,소송대지급금,2025-07-16,4460300,100.0,560
전세보증금반환보증,2024-07-01,210000000,소송대지급금,2023-10-13,3826900,93.02,316
전세보증금반환보증,2024-10-21,150000000,소송대지급금,2025-04-16,2365900,100.0,457
전세보증금반환보증,2024-04-23,245000000,소송대지급금,2024-11-13,3480500,100.0,468
전세보증금반환보증,2024-08-27,169000000,소송대지급금,2024-08-23,550000,100.0,363
전세보증금반환보증,2024-05-21,235000000,소송대지급금,2024-03-13,2819450,100.0,285
전세보증금반환보증,2025-08-27,370000000,소송대지급금,2026-04-10,556500,100.0,399
전세보증금반환보증,2023-10-25,395000000,소송대지급금,2023-09-13,2216500,100.0,392
전세보증금반환보증,2024-07-12,116000000,소송대지급금,2025-06-26,2543500,92.39,475
전세보증금반환보증,2024-01-09,365000000,소송대지급금,2024-10-25,550000,100.0,484
전세보증금반환보증,2024-07-11,210000000,소송대지급금,2024-09-10,2308500,100.0,622
전세보증금반환보증,2025-08-27,235000000,소송대지급금,2025-06-27,1082700,100.0,452
전세보증금반환보증,2024-12-18,370000000,소송대지급금,2025-07-23,556500,100.0,555
전세보증금반환보증,2024-10-23,190000000,소송대지급금,2024-11-26,1768500,92.29,577
전세보증금반환보증,2025-01-03,0,소송대지급금,2025-05-12,231300,96.54,376
전세보증금반환보증,2024-04-12,350000000,소송대지급금,2024-11-13,556000,61.71,471
개인임대사업자임대보증금보증,2023-06-23,136000000,소송대지급금,2023-12-07,3811700,100.0,574
전세보증금반환보증,2024-11-15,215250000,소송대지급금,2025-06-23,1219000,100.0,272
전세보증금반환보증,2023-11-22,0,소송대지급금,2023-10-10,550000,100.0,449
전세보증금반환보증,2024-08-07,200000000,소송대지급금,2025-01-02,2201100,100.0,491
전세보증금반환보증,2024-04-25,255262055,소송대지급금,2024-06-04,3879524,100.0,376
전세보증금반환보증,2024-11-21,330000000,소송대지급금,2025-03-07,3093870,100.0,518
전세보증금반환보증,2025-07-22,210000000,소송대지급금,2026-04-20,1189700,100.0,521
전세보증금반환보증,2024-03-27,220643835,소송대지급금,2024-08-05,880000,100.0,622
전세보증금반환보증,2024-01-18,410000000,소송대지급금,2024-01-10,3325900,100.0,554
전세보증금반환보증,2024-07-26,151242610,소송대지급금,2025-01-06,2227620,100.0,447
전세보증금반환보증,2025-01-17,200000000,소송대지급금,2025-05-27,550000,100.0,322
전세보증금반환보증,2024-07-20,208000000,소송대지급금,2024-04-11,3543460,100.0,301
전세보증금반환보증,2024-12-09,173621852,소송대지급금,2024-10-25,793700,100.0,448
전세보증금반환보증,2025-06-23,198000000,소송대지급금,2025-10-01,1816500,100.0,414
전세보증금반환보증,2024-12-10,178000000,소송대지급금,2025-03-20,21500,100.0,396
전세보증금반환보증,2024-03-15,129000000,소송대지급금,2024-05-22,2587075,100.0,429
전세보증금반환보증,2024-11-18,153061672,소송대지급금,2025-04-18,2748740,100.0,473
전세보증금반환보증,2023-12-18,110215643,소송대지급금,2024-03-13,3103030,100.0,740
전세보증금반환보증,2025-02-27,196000000,소송대지급금,2025-06-25,1960680,100.0,440
전세보증금반환보증,2024-08-20,292000000,소송대지급금,2025-04-30,3965580,100.0,382
전세보증금반환보증,2024-02-27,230000000,소송대지급금,2024-05-27,2747420,100.0,411
개인임대사업자임대보증금보증,2024-07-03,181816438,소송대지급금,2024-03-29,2526260,100.0,471
전세보증금반환보증,2024-08-30,94039363,소송대지급금,2024-12-19,3180700,100.0,460
개인임대사업자임대보증금보증,2024-09-09,130000000,소송대지급금,2024-11-19,878200,100.0,363
전세보증금반환보증,2023-12-28,0,소송대지급금,2023-12-29,550700,100.0,343
전세보증금반환보증,2024-11-27,145000000,소송대지급금,2024-11-19,2572500,100.0,323
전세보증금반환보증,2023-10-04,377844751,소송대지급금,2023-10-30,2768500,100.0,566
전세보증금반환보증,2023-10-11,274000000,소송대지급금,2024-06-18,551000,100.0,642
전세보증금반환보증,2025-02-06,86000000,소송대지급금,2025-01-10,2995240,100.0,451
전세보증금반환보증,2024-11-15,360000000,소송대지급금,2024-12-27,3002290,100.0,309
전세보증금반환보증,2024-02-22,280000000,소송대지급금,2024-01-04,551000,100.0,496
전세보증금반환보증,2025-02-07,220000000,소송대지급금,2025-07-02,550000,100.0,418
전세보증금반환보증,2024-08-22,125000000,소송대지급금,2024-08-26,2451680,100.0,442
전세보증금반환보증,2024-12-19,244776067,소송대지급금,2025-06-17,550000,100.0,448
전세보증금반환보증,2024-06-21,198000000,소송대지급금,2024-07-15,2308300,100.0,554
개인임대사업자임대보증금보증,2024-03-27,195971830,구상채권(신상품),2024-07-03,4382790,100.0,402
개인임대사업자임대보증금보증,2024-08-02,220000000,소송대지급금,2023-12-20,3450690,100.0,273
전세보증금반환보증,2024-04-04,102000000,소송대지급금,2024-11-04,2463500,100.0,406
전세보증금반환보증,2025-02-14,100000000,소송대지급금,2025-06-27,2116500,89.85,578
전세보증금반환보증,2024-04-03,190000000,소송대지급금,2024-07-17,3774512,100.0,531
전세보증금반환보증,2025-07-09,200000000,소송대지급금,2025-12-29,2611980,99.74,344
전세보증금반환보증,2023-12-28,350000000,소송대지급금,2024-03-13,2718160,100.0,410
전세보증금반환보증,2024-04-04,104212120,소송대지급금,2024-06-14,3547500,94.66,422
개인임대사업자임대보증금보증,2023-12-14,250000000,소송대지급금,2024-06-19,551500,100.0,383
전세보증금반환보증,2024-03-25,307159200,소송대지급금,2024-04-23,551000,100.0,286
전세보증금반환보증,2024-08-14,220000000,소송대지급금,2023-12-06,3390700,100.0,329
전세보증금반환보증,2025-06-18,285000000,소송대지급금,2025-09-04,551000,100.0,362
전세보증금반환보증,2024-01-09,195471610,소송대지급금,2023-11-10,4315820,100.0,504
전세보증금반환보증,2024-07-24,163000000,소송대지급금,2024-02-14,551000,100.0,266
전세보증금반환보증,2023-07-13,135033582,소송대지급금,2023-10-17,2190300,100.0,631
전세보증금반환보증,2024-07-11,143452382,소송대지급금,2024-08-07,2859540,100.0,484
전세보증금반환보증,2024-01-24,225000000,소송대지급금,2024-12-16,3139780,100.0,554
전세보증금반환보증,2024-09-18,72500000,소송대지급금,2025-06-02,1544100,100.0,369
개인임대사업자임대보증금보증,2024-06-28,200000000,소송대지급금,2024-11-20,74800,100.0,376
개인임대사업자임대보증금보증,2024-11-12,320000000,소송대지급금,2024-08-08,292500,100.0,352
전세보증금반환보증,2024-06-21,195000000,소송대지급금,2024-12-17,2747080,100.0,254
개인임대사업자임대보증금보증,2023-12-29,204000000,소송대지급금,2024-05-17,3318500,100.0,438
전세보증금반환보증,2024-07-26,248000000,소송대지급금,2024-12-02,286300,100.0,567
개인임대사업자임대보증금보증,2025-02-17,180000000,소송대지급금,2025-04-02,2913420,76.98,497
개인임대사업자임대보증금보증,2024-08-27,89294186,소송대지급금,2024-11-07,17000,100.0,368
전세보증금반환보증,2024-12-05,258300000,소송대지급금,2024-11-22,3011900,100.0,433
전세보증금반환보증,2024-04-01,178000000,소송대지급금,2024-04-25,3199500,100.0,267
전세보증금반환보증,2024-04-22,140092079,소송대지급금,2024-06-14,2272500,100.0,576
개인임대사업자임대보증금보증,2024-01-12,336000000,소송대지급금,2024-04-17,3335500,100.0,369
전세보증금반환보증,2024-04-05,100000000,소송대지급금,2024-04-30,550000,100.0,338
전세보증금반환보증,2024-11-21,345000000,소송대지급금,2025-01-02,550000,100.0,496
전세보증금반환보증,2023-05-24,56878012,소송대지급금,2023-04-03,16500,100.0,393
전세보증금반환보증,2024-04-16,295000000,소송대지급금,2024-09-12,4212300,100.0,666
전세보증금반환보증,2023-12-21,126298971,소송대지급금,2024-03-13,709700,100.0,339
전세보증금반환보증,2024-02-20,130000000,소송대지급금,2024-04-17,2366490,100.0,365
전세보증금반환보증,2025-02-13,241000000,소송대지급금,2024-10-02,1928780,84.29,351
전세보증금반환보증,2024-06-12,178500000,소송대지급금,2024-09-24,4235652,100.0,356
전세보증금반환보증,2025-06-11,227000000,소송대지급금,2025-04-18,2937570,100.0,373
개인임대사업자임대보증금보증,2024-11-15,215000000,소송대지급금,2024-08-16,552000,100.0,400
전세보증금반환보증,2025-02-06,213156163,소송대지급금,2024-12-31,550000,100.0,371
개인임대사업자임대보증금보증,2024-10-02,139000000,소송대지급금,2025-04-24,550000,100.0,405
개인임대사업자임대보증금보증,2025-01-08,263000000,소송대지급금,2025-12-29,3229730,100.0,434
전세보증금반환보증,2024-01-09,204041388,소송대지급금,2024-05-09,550000,94.92,441
개인임대사업자임대보증금보증,2025-01-17,285000000,소송대지급금,2024-09-10,3151500,83.1,440
전세보증금반환보증,2024-08-30,129093917,소송대지급금,2024-10-02,551000,100.0,544
전세보증금반환보증,2024-03-27,127400773,소송대지급금,2024-09-10,3174950,96.76,400
전세보증금반환보증,2024-11-28,138200313,소송대지급금,2025-05-02,550000,100.0,408
전세보증금반환보증,2024-07-09,329000000,소송대지급금,2024-10-31,556000,100.0,539
전세보증금반환보증,2024-04-25,151000000,소송대지급금,2024-02-16,806200,100.0,338
전세보증금반환보증,2024-04-08,271910958,소송대지급금,2024-05-20,550000,92.68,320
전세보증금반환보증,2024-11-28,90000000,소송대지급금,2024-07-23,2192300,100.0,335
개인임대사업자임대보증금보증,2025-03-10,230000000,소송대지급금,2024-12-13,2567480,100.0,358
전세보증금반환보증,2024-12-09,241000000,소송대지급금,2025-07-21,551000,100.0,331
전세보증금반환보증,2024-04-09,235000000,소송대지급금,2024-05-07,2499500,99.42,503
전세보증금반환보증,2024-12-26,137084269,소송대지급금,2025-04-09,552000,100.0,266
전세보증금반환보증,2024-08-30,276352060,소송대지급금,2024-12-31,2185270,100.0,343
전세보증금반환보증,2024-09-11,125000000,소송대지급금,2025-01-02,2629620,100.0,269
전세보증금반환보증,2025-08-25,240000000,소송대지급금,2025-04-23,550000,100.0,273
전세보증금반환보증,2024-11-05,166876297,소송대지급금,2024-12-31,321300,100.0,349
전세보증금반환보증,2025-01-09,76000000,소송대지급금,2025-04-25,551500,100.0,343
전세보증금반환보증,2024-09-02,140000000,소송대지급금,2024-06-24,880800,100.0,286
전세보증금반환보증,2024-01-10,230000000,소송대지급금,2024-08-23,21500,100.0,591
전세보증금반환보증,2025-01-03,260000000,소송대지급금,2024-07-23,3822200,100.0,398
전세보증금반환보증,2025-09-15,260000000,소송대지급금,2026-03-16,551500,100.0,334
전세보증금반환보증,2025-02-24,67595614,소송대지급금,2025-03-17,132000,100.0,638
전세보증금반환보증,2024-04-01,269000000,소송대지급금,2024-05-17,2079950,100.0,581
전세보증금반환보증,2024-08-05,138335168,소송대지급금,2024-10-14,551000,100.0,401
전세보증금반환보증,2024-01-31,187000000,소송대지급금,2024-06-24,2200000,100.0,660
전세보증금반환보증,2024-09-27,150000000,소송대지급금,2024-11-26,551500,100.0,393
전세보증금반환보증,2024-11-08,240000000,소송대지급금,2025-05-13,551000,100.0,382
전세보증금반환보증,2023-10-27,134000000,소송대지급금,2024-01-18,2918500,100.0,344
전세보증금반환보증,2024-07-16,123054471,소송대지급금,2024-06-20,3281400,100.0,437
개인임대사업자임대보증금보증,2024-12-10,325650201,소송대지급금,2024-09-26,3868500,83.2,304
전세보증금반환보증,2024-07-05,260000000,소송대지급금,2024-09-03,758200,100.0,469
전세보증금반환보증,2025-01-03,174000000,소송대지급금,2024-06-17,551000,98.3,493
개인임대사업자임대보증금보증,2024-05-02,286000000,소송대지급금,2024-07-17,21500,100.0,450
전세보증금반환보증,2024-12-27,300000000,소송대지급금,2026-01-13,231300,100.0,587
전세보증금반환보증,2024-01-15,173232454,소송대지급금,2024-07-01,550000,94.08,671
전세보증금반환보증,2025-04-23,206000000,소송대지급금,2024-11-26,551000,100.0,374
전세보증금반환보증,2024-04-24,180000000,소송대지급금,2024-08-07,550000,100.0,423
개인임대사업자임대보증금보증,2024-08-23,293522362,소송대지급금,2024-11-21,550000,100.0,581
전세보증금반환보증,2024-08-09,180000000,소송대지급금,2024-07-29,110000,100.0,645
전세보증금반환보증,2024-02-14,219000000,소송대지급금,2024-06-14,2094870,100.0,373
전세보증금반환보증,2024-04-01,125000000,소송대지급금,2023-07-10,3108360,100.0,473
전세보증금반환보증,2024-11-15,242173202,소송대지급금,2024-12-20,551000,100.0,641
개인임대사업자임대보증금보증,2024-09-04,285000000,소송대지급금,2025-04-04,2312280,100.0,352
전세보증금반환보증,2024-11-05,249000000,소송대지급금,2025-01-16,3585100,85.98,335
전세보증금반환보증,2025-01-01,120000000,소송대지급금,2025-05-13,3726170,100.0,385
전세보증금반환보증,2024-05-12,415000000,소송대지급금,2025-05-02,2659500,100.0,449
전세보증금반환보증,2025-03-24,250000000,소송대지급금,2025-03-25,2868570,100.0,330
전세보증금반환보증,2024-06-05,127000000,소송대지급금,2025-02-18,551000,100.0,583
전세보증금반환보증,2024-08-31,176623978,소송대지급금,2025-04-17,551500,100.0,273
전세보증금반환보증,2025-01-17,350000000,소송대지급금,2024-11-25,600800,100.0,573
전세보증금반환보증,2023-12-26,240000000,소송대지급금,2024-06-11,551000,100.0,658
전세보증금반환보증,2024-01-24,237000000,소송대지급금,2024-03-05,2894000,100.0,494
전세보증금반환보증,2023-05-23,175000000,소송대지급금,2023-05-26,3529100,100.0,637
전세보증금반환보증,2024-03-07,220064543,소송대지급금,2024-06-14,2728120,100.0,559
전세보증금반환보증,2024-06-04,259946720,소송대지급금,2024-07-02,3139170,100.0,331
전세보증금반환보증,2024-02-21,260000000,소송대지급금,2024-05-13,3617440,98.63,675
개인임대사업자임대보증금보증,2025-04-01,195000000,소송대지급금,2025-07-18,551000,100.0,432
전세보증금반환보증,2024-09-03,153975135,소송대지급금,2024-08-26,550000,100.0,322
전세보증금반환보증,2024-04-12,216000000,소송대지급금,2023-05-26,3540990,100.0,327
전세보증금반환보증,2023-09-10,340000000,소송대지급금,2023-06-26,2614700,100.0,501
전세보증금반환보증,2024-11-12,198000000,소송대지급금,2024-06-10,556000,100.0,301
전세보증금반환보증,2024-01-17,155000000,소송대지급금,2024-06-14,1968400,100.0,467
전세보증금반환보증,2024-03-26,100000000,소송대지급금,2024-11-08,2312000,100.0,439
전세보증금반환보증,2024-04-11,164651815,소송대지급금,2024-06-10,550000,99.39,458
개인임대사업자임대보증금보증,2024-08-23,249000000,소송대지급금,2025-02-26,3380890,100.0,426
전세보증금반환보증,2023-02-28,127327481,소송대지급금,2021-03-08,2908840,100.0,386
전세보증금반환보증,2023-12-20,117821286,소송대지급금,2023-11-10,2393550,100.0,517
전세보증금반환보증,2024-04-03,338000000,소송대지급금,2024-02-08,2260260,100.0,497
개인임대사업자임대보증금보증,2024-08-28,199000000,소송대지급금,2025-03-14,3388152,100.0,455
전세보증금반환보증,2024-09-10,138000000,소송대지급금,2024-07-24,1993980,100.0,394
전세보증금반환보증,2024-07-03,340000000,소송대지급금,2025-09-04,110000,100.0,742
전세보증금반환보증,2025-01-17,248000000,소송대지급금,2024-12-10,2884300,100.0,513
전세보증금반환보증,2024-09-25,184984124,소송대지급금,2024-12-09,2794500,100.0,387
개인임대사업자임대보증금보증,2024-07-25,280000000,소송대지급금,2024-06-21,552000,100.0,595
전세보증금반환보증,2024-04-25,377541506,소송대지급금,2024-09-20,2494240,100.0,467
개인임대사업자임대보증금보증,2024-06-12,100000000,소송대지급금,2025-05-13,1139800,64.05,604
개인임대사업자임대보증금보증,2024-08-23,204156630,소송대지급금,2024-12-24,2523768,100.0,326
전세보증금반환보증,2024-09-11,346959156,소송대지급금,2025-05-09,2394900,100.0,281
전세보증금반환보증,2023-07-11,266278000,소송대지급금,2023-10-12,1272300,100.0,358
전세보증금반환보증,2024-03-05,252863210,소송대지급금,2024-02-27,556500,100.0,405
전세보증금반환보증,2024-07-09,100000000,소송대지급금,2024-12-06,556500,100.0,504
전세보증금반환보증,2024-11-26,170000000,소송대지급금,2024-12-09,1274700,100.0,254
전세보증금반환보증,2024-03-28,199728858,소송대지급금,2024-06-28,2588300,100.0,477
전세보증금반환보증,2025-09-05,190000000,소송대지급금,2025-06-19,3020750,100.0,294
전세보증금반환보증,2024-08-20,212868821,소송대지급금,2024-06-04,550000,100.0,237
전세보증금반환보증,2024-11-14,244000000,소송대지급금,2024-09-20,2968500,100.0,440
전세보증금반환보증,2023-05-23,280802425,소송대지급금,2024-01-19,2572500,100.0,521
전세보증금반환보증,2024-06-24,126304419,소송대지급금,2024-09-24,235500,100.0,371
개인임대사업자임대보증금보증,2024-08-08,287000000,소송대지급금,2024-10-18,2850980,100.0,295
전세보증금반환보증,2024-06-21,85000000,소송대지급금,2024-01-11,552000,90.71,362
전세보증금반환보증,2023-12-29,370000000,소송대지급금,2023-08-30,550000,100.0,371
전세보증금반환보증,2024-04-01,225000000,소송대지급금,2024-11-20,3418500,76.01,590
전세보증금반환보증,2023-12-29,288000000,소송대지급금,2024-07-09,3906870,95.69,560
전세보증금반환보증,2024-03-04,202744065,소송대지급금,2023-11-10,1991060,100.0,290
개인임대사업자임대보증금보증,2025-01-02,214000000,소송대지급금,2025-12-05,551500,100.0,284
전세보증금반환보증,2024-07-24,135000000,소송대지급금,2024-03-04,2012085,100.0,325
전세보증금반환보증,2023-09-26,170000000,소송대지급금,2024-09-10,2539950,100.0,769
개인임대사업자임대보증금보증,2024-08-22,240000000,소송대지급금,2024-10-02,2558610,100.0,293
전세보증금반환보증,2025-01-15,193861761,소송대지급금,2024-10-24,550000,100.0,510
전세보증금반환보증,2024-09-06,239000000,소송대지급금,2024-12-31,2668500,100.0,293
전세보증금반환보증,2024-05-07,120000000,소송대지급금,2024-01-11,231800,93.74,489
전세보증금반환보증,2024-04-29,123054471,소송대지급금,2024-03-19,2829900,100.0,426
전세보증금반환보증,2024-03-24,80000000,소송대지급금,2024-11-22,4283130,70.89,374
전세보증금반환보증,2024-11-28,264000000,소송대지급금,2025-07-30,2919000,100.0,363
전세보증금반환보증,2024-09-10,146000000,소송대지급금,2025-09-01,1000000,100.0,410
전세보증금반환보증,2023-09-26,105000000,소송대지급금,2023-05-22,550000,77.6,377
전세보증금반환보증,2024-01-03,376815397,소송대지급금,2024-07-04,4103500,100.0,327
전세보증금반환보증,2024-06-12,130000000,소송대지급금,2024-05-16,455800,100.0,401
전세보증금반환보증,2025-02-17,246000000,소송대지급금,2024-11-26,556000,100.0,578
전세보증금반환보증,2024-06-10,275000000,소송대지급금,2024-06-19,3825300,100.0,516
전세보증금반환보증,2024-06-28,310000000,소송대지급금,2024-08-07,2568500,100.0,338
전세보증금반환보증,2024-07-18,245000000,소송대지급금,2024-11-21,2256260,100.0,301
개인임대사업자임대보증금보증,2025-10-13,210000000,소송대지급금,2026-03-04,2665720,100.0,342
개인임대사업자임대보증금보증,2023-09-25,305000000,소송대지급금,2023-12-13,1410500,100.0,601
전세보증금반환보증,2024-09-05,250000000,소송대지급금,2024-08-27,2013900,100.0,460
전세보증금반환보증,2024-02-08,338000000,소송대지급금,2023-11-09,877700,100.0,476
전세보증금반환보증,2023-12-21,370000000,소송대지급금,2024-04-24,2566500,100.0,386
전세보증금반환보증,2024-04-18,180000000,소송대지급금,2024-01-10,997700,100.0,365
전세보증금반환보증,2024-09-30,228000000,소송대지급금,2024-11-12,132000,100.0,452
전세보증금반환보증,2025-02-13,265000000,소송대지급금,2024-11-19,2665100,100.0,345
전세보증금반환보증,2023-03-17,64900000,소송대지급금,2023-10-20,3783000,100.0,567
전세보증금반환보증,2025-03-30,175000000,소송대지급금,2025-10-14,2449500,100.0,272
전세보증금반환보증,2025-01-20,290000000,소송대지급금,2025-09-04,2464500,100.0,523
전세보증금반환보증,2023-07-20,269000000,소송대지급금,2023-10-13,5037180,100.0,336
개인임대사업자임대보증금보증,2023-07-10,265000000,소송대지급금,2023-05-17,3350590,99.46,547
전세보증금반환보증,2024-11-11,163000000,소송대지급금,2024-07-31,565000,100.0,306
전세보증금반환보증,2024-05-31,200000000,소송대지급금,2024-06-11,986700,100.0,516
