상품명,경공매구분,경매신청일자,배당금액,대위변제금액,물건종류,물건 소재지
전세보증금반환보증,강제경매,2025-02-13,65560205,125000000,다세대주택,인천광역시 부평구 장제로84번길 6
전세보증금반환보증,강제경매,2025-07-11,0,210000000,다세대주택,서울특별시 강서구 발산로 24
전세보증금반환보증,강제경매,2025-04-08,0,160000000,아파트,서울특별시 성동구 금호로15나길 12
전세보증금반환보증,강제경매,2025-12-01,0,130000000,다세대주택,
전세보증금반환보증,강제경매,2024-12-24,0,198000000,아파트,인천광역시 남동구 남동대로410번길 45
전세보증금반환보증,강제경매,2024-09-04,109137173,180000000,아파트,서울특별시 강서구 금낭화로16길 28
전세보증금반환보증,강제경매,2025-05-26,0,155000000,아파트,인천광역시 계양구 계산로22번길 6
전세보증금반환보증,강제경매,2025-05-21,98098021,135000000,다세대주택,경기도 양주시 화합로147번길 273
전세보증금반환보증,강제경매,2025-05-23,0,210000000,아파트,
전세보증금반환보증,강제경매,2025-02-13,70527646,115000000,다세대주택,인천광역시 남동구 방축로469번길 27
전세보증금반환보증,강제경매,2025-09-29,0,170000000,다세대주택,서울특별시 강서구 개화길 70
전세보증금반환보증,강제경매,2025-09-26,0,192000000,다세대주택,경기도 의정부시 의정로164번길 3
전세보증금반환보증,강제경매,2024-01-12,120041452,175025280,아파트,경상북도 구미시 송곡2길 26
전세보증금반환보증,강제경매,2024-06-03,0,189000000,다세대주택,서울특별시 강서구 양천로73길 49
전세보증금반환보증,강제경매,2024-08-21,0,190500000,다세대주택,인천광역시 남동구 논현고잔로168번길 3
전세보증금반환보증,강제경매,2025-03-14,0,180000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-26,0,175000000,다세대주택,
전세보증금반환보증,강제경매,2025-02-17,0,123000000,다세대주택,인천광역시 부평구 화랑북로4번길 19
전세보증금반환보증,강제경매,2024-03-21,0,178000000,다세대주택,서울특별시 강서구 초원로16길 17
전세보증금반환보증,강제경매,2024-11-12,0,141700000,다세대주택,인천광역시 남동구 성마달로 83
전세보증금반환보증,강제경매,2025-04-09,76617251,130000000,다세대주택,
전세보증금반환보증,강제경매,2025-02-17,0,190000000,다세대주택,
전세보증금반환보증,강제경매,2024-07-16,0,105000000,아파트,경기도 파주시 솥뒤로37번길 18
전세보증금반환보증,강제경매,2023-10-06,0,153000000,다세대주택,
전세보증금반환보증,강제경매,2025-09-01,0,150000000,다세대주택,서울특별시 관악구 남부순환로161나길 12
전세보증금반환보증,강제경매,2025-07-14,0,147000000,다세대주택,서울특별시 구로구 디지털로26길 72
전세보증금반환보증,강제경매,2024-04-11,101363424,210000000,다세대주택,서울특별시 강서구 방화동로5길 12
전세보증금반환보증,강제경매,2025-12-03,0,110000000,다세대주택,인천광역시 남동구 인하로543번길 16
전세보증금반환보증,강제경매,2025-02-28,0,150000000,아파트,서울특별시 영등포구 선유로 108
전세보증금반환보증,강제경매,2024-03-15,139328880,170000000,아파트,부산광역시 부산진구 동평로150번길 64
개인임대사업자임대보증금보증,강제경매,2024-10-02,71522351,196000000,연립주택,서울특별시 강서구 양천로30가길 19
전세보증금반환보증,강제경매,2024-02-22,146223235,218000000,아파트,인천광역시 서구 도곡로220번길 6
전세보증금반환보증,강제경매,2025-03-17,0,160000000,다세대주택,서울특별시 도봉구 해등로14길 21
전세보증금반환보증,강제경매,2024-04-16,0,110000000,다세대주택,인천광역시 서구 경서로56번길 18
전세보증금반환보증,강제경매,2025-11-11,0,79000000,다세대주택,서울특별시 관악구 대학18길 20
전세보증금반환보증,강제경매,2024-12-17,0,133000000,다세대주택,인천광역시 부평구 화랑남로 1
전세보증금반환보증,강제경매,2025-02-18,0,75000000,다세대주택,경기도 평택시 통복시장로54번길 36
전세보증금반환보증,강제경매,2023-11-16,144260174,125000000,아파트,인천광역시 남동구 논현고잔로88번길 40
전세보증금반환보증,강제경매,2024-01-10,123778430,220000000,다세대주택,서울특별시 강서구 초원로6길 34
전세보증금반환보증,강제경매,2024-04-25,41164793,146000000,다세대주택,부산광역시 부산진구 마철로136번길 33
전세보증금반환보증,강제경매,2025-07-23,0,200000000,다세대주택,서울특별시 강서구 공항대로38길 59
전세보증금반환보증,강제경매,2025-07-02,0,134000000,아파트,서울특별시 양천구 안양천로 685
전세보증금반환보증,강제경매,2025-09-11,0,180000000,다세대주택,인천광역시 남동구 석촌로6번길 41
전세보증금반환보증,강제경매,2025-03-11,0,85000000,아파트,
전세보증금반환보증,강제경매,2025-07-10,0,178810000,다세대주택,서울특별시 강서구 공항대로10길 17
전세보증금반환보증,강제경매,2024-04-23,31752301,190000000,다세대주택,서울특별시 구로구 디지털로32다길 40
전세보증금반환보증,강제경매,2024-11-06,61796470,98000000,아파트,충청남도 당진시 고도원길 29
전세보증금반환보증,강제경매,2025-02-11,146730972,162000000,다세대주택,서울특별시 강서구 양천로71길 59
전세보증금반환보증,강제경매,2024-09-04,50903446,128000000,다세대주택,인천광역시 부평구 원적로482번길 6
전세보증금반환보증,강제경매,2025-02-17,103026577,153000000,다세대주택,
전세보증금반환보증,강제경매,2024-03-19,331835340,195000000,다세대주택,서울특별시 구로구 신도림로11길 8
전세보증금반환보증,강제경매,2025-08-19,0,220000000,아파트,서울특별시 동대문구 무학로15가길 10
전세보증금반환보증,강제경매,2025-06-26,0,170000000,아파트,인천광역시 중구 운남로82번길 16
전세보증금반환보증,강제관리,2024-11-06,0,210000000,다세대주택,서울특별시 강서구 방화대로5라길 27
전세보증금반환보증,강제경매,2025-09-17,0,120000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-20,0,140000000,다세대주택,인천광역시 부평구 마장로143번길 27
전세보증금반환보증,강제경매,2025-11-21,0,235000000,다세대주택,
전세보증금반환보증,강제경매,2024-08-26,57506263,160000000,다세대주택,서울특별시 강서구 곰달래로55길 10
전세보증금반환보증,강제경매,2025-11-18,0,130000000,아파트,서울특별시 금천구 독산로88길 7
전세보증금반환보증,강제경매,2024-11-19,0,92000000,다세대주택,서울특별시 강서구 양천로14가길 23
전세보증금반환보증,강제경매,2024-04-24,0,180000000,다세대주택,부산광역시 남구 홍곡로104번길 5
전세보증금반환보증,강제경매,2025-02-27,125512558,70000000,다세대주택,
전세보증금반환보증,강제경매,2025-05-20,0,192000000,아파트,인천광역시 서구 고래울로24번길 1
전세보증금반환보증,강제경매,2024-08-23,0,200000000,다세대주택,서울특별시 강서구 개화10가길 6
전세보증금반환보증,강제경매,2025-04-10,0,193000000,다세대주택,인천광역시 부평구 굴포로 50
전세보증금반환보증,강제경매,2024-05-28,0,160000000,아파트,서울특별시 도봉구 우이천로30길 4
전세보증금반환보증,강제경매,2025-06-26,0,165000000,다세대주택,인천광역시 서구 담지로22번길 11
전세보증금반환보증,강제경매,2025-07-21,0,210000000,다세대주택,인천광역시 서구 탁옥로51번길 11
전세보증금반환보증,강제경매,2023-11-10,139884868,95000000,다세대주택,
전세보증금반환보증,강제경매,2025-09-22,0,78500000,다세대주택,인천광역시 부평구 동암산로55번길 36
전세보증금반환보증,강제경매,2025-02-07,64942489,160000000,다세대주택,인천광역시 부평구 화랑남로5번길 39
전세보증금반환보증,강제경매,2025-09-29,0,120000000,다세대주택,인천광역시 부평구 세월천로110번길 7
전세보증금반환보증,강제경매,2025-06-23,0,110000000,아파트,경기도 평택시 갈평로25번길 129
전세보증금반환보증,강제경매,2024-03-18,0,143000000,다세대주택,서울특별시 강서구 초록마을로4길 9
전세보증금반환보증,강제경매,2025-10-02,0,175000000,아파트,서울특별시 중랑구 중랑천로14길 34
전세보증금반환보증,강제경매,2024-02-22,91681980,155000000,다세대주택,인천광역시 서구 고래울로20번길 11
전세보증금반환보증,강제경매,2023-12-01,137186766,47200000,아파트,인천광역시 남동구 만의골로195번길 81
전세보증금반환보증,강제경매,2024-04-24,0,149000000,기타건물,
전세보증금반환보증,강제경매,2025-02-11,120364839,227000000,다세대주택,
전세보증금반환보증,강제경매,2025-03-27,0,210000000,다세대주택,경기도 광주시 새재길226번길 10
전세보증금반환보증,강제경매,2025-08-20,114475385,226000000,다세대주택,서울특별시 강서구 곰달래로60가길 14
전세보증금반환보증,강제경매,2024-09-06,0,140000000,아파트,부산광역시 수영구 망미번영로16번가길 21
전세보증금반환보증,강제경매,2024-09-10,0,220000000,다세대주택,
개인임대사업자임대보증금보증,강제경매,2025-07-08,138530183,187500000,다세대주택,서울특별시 강서구 곰달래로16길 37
전세보증금반환보증,강제경매,2024-07-24,99613009,180000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-01,0,100000000,다세대주택,서울특별시 금천구 시흥대로84나길 15
전세보증금반환보증,강제경매,2024-03-05,0,177000000,다세대주택,인천광역시 남동구 오봉동로 35
개인임대사업자임대보증금보증,강제경매,2025-08-06,86221325,177000000,다세대주택,부산광역시 사상구 사상로481번길 29
전세보증금반환보증,강제경매,2025-04-28,0,183000000,다세대주택,
전세보증금반환보증,강제경매,2025-05-02,0,175000000,다세대주택,
전세보증금반환보증,강제경매,2024-10-15,0,190000000,다세대주택,서울특별시 은평구 서오릉로21길 11
전세보증금반환보증,강제경매,2025-10-23,0,83000000,아파트,부산광역시 남구 이기대공원로 10
전세보증금반환보증,강제경매,2025-03-07,0,133000000,다세대주택,인천광역시 남동구 청능대로410번길 18
전세보증금반환보증,강제경매,2025-10-29,0,100000000,다세대주택,
전세보증금반환보증,강제경매,2024-07-09,139651363,180000000,아파트,인천광역시 남동구 간석로12번길 9
전세보증금반환보증,강제경매,2025-09-25,0,160000000,다세대주택,서울특별시 강서구 공항대로58다길 31
전세보증금반환보증,강제경매,2024-03-26,0,172000000,다세대주택,서울특별시 강서구 화곡로68길 10
전세보증금반환보증,강제경매,2025-02-27,92019275,130000000,다세대주택,
전세보증금반환보증,강제경매,2024-02-19,0,200000000,아파트,경상남도 사천시 수양로 74
전세보증금반환보증,강제경매,2024-11-27,0,185000000,다세대주택,인천광역시 부평구 여우재로26번길 49
전세보증금반환보증,강제경매,2025-08-11,0,199000000,다세대주택,서울특별시 관악구 남부순환로159길 30
전세보증금반환보증,강제경매,2024-12-05,0,130000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-21,71951294,85000000,다세대주택,경기도 군포시 벌새전리길 13
전세보증금반환보증,강제경매,2025-01-16,0,100000000,다세대주택,경상북도 김천시 자래봉4길 22
전세보증금반환보증,강제경매,2024-06-12,0,206000000,다세대주택,인천광역시 서구 열우물로 243
전세보증금반환보증,강제경매,2025-05-15,0,190000000,아파트,인천광역시 계양구 평리길 108
전세보증금반환보증,강제경매,2025-10-31,0,120000000,다세대주택,서울특별시 은평구 연서로38길 11
전세보증금반환보증,강제경매,2025-10-01,0,139000000,다세대주택,경기도 김포시 쇄암로88번길 13
전세보증금반환보증,강제경매,2024-11-01,0,180000000,다세대주택,서울특별시 강서구 등촌로47길 39
전세보증금반환보증,강제경매,2025-07-08,0,220000000,아파트,제주특별자치도 서귀포시 동상효로60번길 37
전세보증금반환보증,강제경매,2025-06-09,0,130000000,다세대주택,경상북도 구미시 1공단로3길 55
전세보증금반환보증,강제경매,2024-07-23,0,105000000,다세대주택,서울특별시 양천구 신월로10길 8
전세보증금반환보증,강제경매,2025-03-11,82759255,192000000,다세대주택,
전세보증금반환보증,강제경매,2025-03-16,0,180000000,아파트,
전세보증금반환보증,강제경매,2025-08-28,0,160000000,아파트,인천광역시 서구 간재울1길 44
전세보증금반환보증,강제경매,2025-04-25,0,140000000,다세대주택,인천광역시 계양구 까치말로41번길 8
전세보증금반환보증,강제경매,2025-06-04,41119603,77000000,다세대주택,서울특별시 구로구 목동남로 6
전세보증금반환보증,강제경매,2024-07-23,0,109000000,아파트,인천광역시 남동구 백범로169번길 8
전세보증금반환보증,강제경매,2024-10-04,0,190000000,다세대주택,서울특별시 금천구 독산로47길 30
전세보증금반환보증,강제경매,2023-12-20,128753152,159000000,연립주택,
전세보증금반환보증,강제경매,2025-12-03,0,120000000,다세대주택,부산광역시 금정구 중앙대로1706번길 31
전세보증금반환보증,강제경매,2025-03-20,0,180000000,다세대주택,서울특별시 강서구 양천로63길 42
전세보증금반환보증,강제경매,2025-07-15,68778625,120000000,다세대주택,서울특별시 구로구 구일로 18
전세보증금반환보증,강제경매,2024-07-09,0,135000000,아파트,인천광역시 남동구 은봉로401번길 16
전세보증금반환보증,강제경매,2025-06-25,0,152500000,아파트,경기도 광명시 광명로918번길 11
전세보증금반환보증,강제경매,2024-11-18,0,150000000,다세대주택,
전세보증금반환보증,강제경매,2025-12-01,0,165300000,연립주택,경기도 파주시 새말3길 3
전세보증금반환보증,강제경매,2024-11-26,100877671,165000000,아파트,부산광역시 수영구 광남로172번길 10
전세보증금반환보증,강제경매,2025-04-04,0,185000000,아파트,
전세보증금반환보증,강제경매,2025-09-15,0,165000000,다세대주택,전라남도 광양시 삼존1길 9
전세보증금반환보증,강제경매,2024-09-02,0,83000000,다세대주택,인천광역시 부평구 길주로394번길 6
전세보증금반환보증,강제경매,2025-08-27,0,200000000,다세대주택,서울특별시 강서구 양천로66길 26
전세보증금반환보증,강제경매,2024-08-08,0,100000000,아파트,부산광역시 부산진구 진남로304번길 11
전세보증금반환보증,강제경매,2025-02-12,0,153000000,다세대주택,인천광역시 부평구 원적로421번길 9
전세보증금반환보증,강제경매,2024-12-18,0,182000000,다세대주택,서울특별시 구로구 부일로1다길 6
전세보증금반환보증,강제경매,2024-12-06,0,165000000,다세대주택,인천광역시 부평구 마장로13번길 4
전세보증금반환보증,강제경매,2024-07-08,0,125000000,연립주택,경기도 광주시 문화로124번길 24
전세보증금반환보증,강제경매,2024-11-13,0,120000000,아파트,경기도 파주시 사임당로761번길 28
전세보증금반환보증,강제경매,2025-09-18,0,78000000,다세대주택,경기도 의정부시 회룡로 322
전세보증금반환보증,강제경매,2023-11-10,0,180000000,다세대주택,대구광역시 북구 팔거천동로2길 15
전세보증금반환보증,강제경매,2024-06-11,0,60000000,연립주택,서울특별시 강서구 개화동로2길 120
임대보증금보증(세대_사용검사후),강제경매,2023-12-01,0,110000000,도시형생활주택,서울특별시 강서구 우장산로16길 46
전세보증금반환보증,강제경매,2024-07-15,0,84000000,다세대주택,서울특별시 동대문구 고산자로28길 42
전세보증금반환보증,강제경매,2025-04-11,0,172000000,다세대주택,인천광역시 부평구 원적로305번길 33
전세보증금반환보증,강제경매,2024-08-21,0,202500000,다세대주택,
전세보증금반환보증,강제경매,2024-04-17,121990068,200000000,다세대주택,
전세보증금반환보증,강제경매,2023-12-21,142398916,220000000,다세대주택,서울특별시 중랑구 면목로72길 18
전세보증금반환보증,강제경매,2024-03-15,98415215,58000000,아파트,
전세보증금반환보증,강제경매,2023-11-22,107124826,99000000,아파트,서울특별시 관악구 문성로16다길 140
전세보증금반환보증,강제경매,2024-05-22,118114131,195000000,다세대주택,서울특별시 구로구 구로중앙로30길 19
전세보증금반환보증,강제경매,2024-10-02,0,200000000,아파트,서울특별시 강서구 강서로18길 92
전세보증금반환보증,강제경매,2024-12-11,0,188000000,다세대주택,경상북도 경주시 덕남길 28
전세보증금반환보증,강제경매,2024-08-31,0,123900000,다세대주택,서울특별시 구로구 구로중앙로26길 28
전세보증금반환보증,강제경매,2025-12-09,0,201000000,다세대주택,인천광역시 서구 보도진로 24
전세보증금반환보증,강제경매,2024-04-09,0,155000000,아파트,
전세보증금반환보증,강제경매,2024-12-09,0,210000000,아파트,서울특별시 강서구 공항대로81길 32
전세보증금반환보증,강제경매,2025-03-10,72880698,208000000,다세대주택,서울특별시 강서구 남부순환로5길 2
전세보증금반환보증,강제경매,2024-08-20,0,105000000,다세대주택,인천광역시 남동구 풀무로 27
전세보증금반환보증,강제경매,2024-07-31,0,97000000,다세대주택,
개인임대사업자임대보증금보증,강제경매,2023-12-15,145580513,45000000,다세대주택,
전세보증금반환보증,강제경매,2024-09-09,47232116,168000000,다세대주택,서울특별시 강서구 곰달래로47길 96
전세보증금반환보증,강제경매,2023-12-18,0,203900000,연립주택,서울특별시 강서구 방화대로49길 6
전세보증금반환보증,강제경매,2025-01-24,0,170000000,아파트,
전세보증금반환보증,강제경매,2025-08-06,0,147000000,아파트,서울특별시 구로구 구로동로28길 109
전세보증금반환보증,강제경매,2024-04-01,0,160000000,다세대주택,
전세보증금반환보증,강제경매,2024-09-04,97527408,120000000,연립주택,서울특별시 금천구 금하로1가길 50
전세보증금반환보증,강제경매,2025-11-14,0,225000000,다세대주택,인천광역시 서구 거첨로 295
전세보증금반환보증,강제경매,2025-01-03,0,180000000,다세대주택,부산광역시 부산진구 동평로406번길 31
전세보증금반환보증,강제경매,2024-04-09,0,165000000,아파트,서울특별시 구로구 경인로35나길 28
전세보증금반환보증,강제경매,2025-03-06,0,210000000,다세대주택,인천광역시 남동구 만부로7번길 4
개인임대사업자임대보증금보증,강제경매,2025-06-09,0,229500000,아파트,서울특별시 광진구 뚝섬로31가길 16
전세보증금반환보증,강제경매,2025-01-06,0,170200984,다세대주택,인천광역시 서구 고래울로 42
전세보증금반환보증,강제경매,2024-07-25,0,80000000,아파트,
전세보증금반환보증,강제경매,2024-05-14,0,146000000,다세대주택,서울특별시 중랑구 동일로101길 11
전세보증금반환보증,강제경매,2025-02-13,0,210000000,다세대주택,경기도 김포시 대곶로241번길 23
전세보증금반환보증,강제경매,2024-10-31,0,89000000,다세대주택,경상남도 김해시 활천로16번길 23
임대보증금보증(세대_사용검사후),강제경매,2025-07-30,0,160000000,다세대주택,인천광역시 서구 봉수대로161번길 22
전세보증금반환보증,강제경매,2023-12-18,109500000,165000000,다세대주택,서울특별시 강서구 양천로1길 106
전세보증금반환보증,강제경매,2024-02-23,79023030,175000000,다세대주택,서울특별시 금천구 디지털로11길 8
전세보증금반환보증,강제경매,2024-09-18,0,180000000,다세대주택,서울특별시 강서구 남부순환로17길 58
전세보증금반환보증,강제경매,2025-12-02,0,153000000,아파트,
전세보증금반환보증,강제경매,2024-03-27,52215135,74000000,아파트,서울특별시 금천구 독산로8다길 5
전세보증금반환보증,강제경매,2025-08-07,0,94000000,다세대주택,서울특별시 강동구 구천면로48길 17
전세보증금반환보증,강제경매,2024-03-15,115540040,210000000,아파트,서울특별시 강동구 천호대로219나길 48
전세보증금반환보증,강제경매,2025-11-28,0,91000000,다세대주택,서울특별시 구로구 개봉로15길 28
전세보증금반환보증,강제경매,2025-06-10,0,113000000,다세대주택,
전세보증금반환보증,강제경매,2025-11-25,0,140000000,아파트,경상남도 통영시 세작목길 53
전세보증금반환보증,강제경매,2024-10-01,0,140000000,다세대주택,서울특별시 구로구 구로동로45길 34
전세보증금반환보증,강제경매,2025-03-26,0,135000000,다세대주택,
전세보증금반환보증,강제경매,2025-04-14,0,105000000,다세대주택,서울특별시 강서구 공항대로51길 17
전세보증금반환보증,강제경매,2024-12-11,59975353,110000000,다세대주택,경기도 김포시 가금로228번길 16
전세보증금반환보증,강제경매,2024-11-14,0,185000000,다세대주택,
전세보증금반환보증,강제경매,2024-10-21,0,200000000,다세대주택,서울특별시 송파구 새말로19길 11
전세보증금반환보증,강제경매,2024-08-15,0,205000000,다세대주택,
전세보증금반환보증,강제경매,2025-09-18,0,136000000,다세대주택,인천광역시 부평구 동수로120번길 57
전세보증금반환보증,강제경매,2025-02-21,0,182000000,다세대주택,
전세보증금반환보증,강제경매,2025-06-19,0,125000000,아파트,
전세보증금반환보증,강제경매,2025-10-15,0,105000000,다세대주택,서울특별시 강서구 방화대로7다길 35
전세보증금반환보증,강제경매,2025-07-18,0,40000000,다세대주택,서울특별시 관악구 봉천로23마길 8
전세보증금반환보증,강제경매,2025-01-14,134279759,153000000,연립주택,경기도 시흥시 공단2대로139번길 6
전세보증금반환보증,강제경매,2025-01-13,0,110000000,다세대주택,
전세보증금반환보증,강제경매,2025-11-24,0,183000000,아파트,
전세보증금반환보증,강제경매,2024-12-02,0,210000000,아파트,서울특별시 양천구 신목로6길 36
전세보증금반환보증,강제경매,2025-10-23,0,95000000,다세대주택,서울특별시 강동구 천호대로197길 96
전세보증금반환보증,강제경매,2024-05-16,2823617,180000000,아파트,서울특별시 구로구 개봉로11나길 4
전세보증금반환보증,강제경매,2025-05-15,0,119000000,다세대주택,
전세보증금반환보증,강제경매,2024-07-05,153823632,185000000,다세대주택,인천광역시 부평구 열우물로150번길 89
전세보증금반환보증,강제경매,2025-01-08,0,141000000,아파트,대구광역시 수성구 들안로60길 7
전세보증금반환보증,강제경매,2023-12-29,0,185000000,다세대주택,인천광역시 남동구 구월남로94번길 7
전세보증금반환보증,강제경매,2023-12-20,0,160000000,다세대주택,인천광역시 남동구 논현고잔로147번길 8
전세보증금반환보증,강제경매,2025-03-11,0,198000000,다세대주택,서울특별시 강서구 화곡로27가길 49
전세보증금반환보증,강제경매,2024-05-16,0,125000000,다세대주택,서울특별시 강서구 신정로 312
전세보증금반환보증,강제경매,2025-02-19,0,180000000,다세대주택,서울특별시 은평구 연서로54길 33
임대보증금보증(세대_사용검사후),강제경매,2023-12-20,82787687,130000000,다세대주택,서울특별시 강서구 초록마을로10길 49
전세보증금반환보증,강제경매,2025-07-17,65038565,116000000,다세대주택,
전세보증금반환보증,강제경매,2024-06-14,115844660,150000000,다세대주택,인천광역시 남동구 구월말로120번길 6
전세보증금반환보증,강제경매,2023-07-28,151278840,104000000,아파트,
전세보증금반환보증,강제경매,2024-11-20,0,120000000,다세대주택,서울특별시 강서구 우장산로4길 60
전세보증금반환보증,강제경매,2024-03-27,0,89000000,다세대주택,서울특별시 강서구 등촌로13자길 39
전세보증금반환보증,강제경매,2025-09-22,0,140000000,다세대주택,
전세보증금반환보증,강제경매,2025-02-27,0,145000000,다세대주택,인천광역시 남동구 하촌서로 35
전세보증금반환보증,강제경매,2025-03-21,0,198000000,아파트,서울특별시 금천구 은행나무로10길 28
전세보증금반환보증,강제경매,2023-11-03,134453878,154000000,아파트,인천광역시 부평구 장제로28번길 65
전세보증금반환보증,강제경매,2025-02-06,0,120000000,다세대주택,서울특별시 강서구 화곡로44가길 6
전세보증금반환보증,강제경매,2024-11-28,0,190000000,다세대주택,서울특별시 강서구 화곡로26가길 43
전세보증금반환보증,강제경매,2024-06-05,112381965,149000000,아파트,서울특별시 강동구 양재대로100길 26
전세보증금반환보증,강제경매,2024-10-07,0,130000000,다세대주택,경기도 오산시 서랑로105번북길 19
전세보증금반환보증,강제경매,2024-11-25,0,193500000,다세대주택,서울특별시 양천구 신정로13길 50
전세보증금반환보증,강제경매,2025-12-04,0,216000000,연립주택,
전세보증금반환보증,강제경매,2024-12-11,0,220000000,아파트,대전광역시 유성구 송림로48번길 6
전세보증금반환보증,강제경매,2025-06-19,0,100000000,다세대주택,서울특별시 금천구 탑골로3가길 16
전세보증금반환보증,강제경매,2025-02-12,0,100000000,다세대주택,인천광역시 계양구 병방로 17
전세보증금반환보증,강제경매,2025-09-18,0,130000000,연립주택,서울특별시 강서구 우장산로4길 60
전세보증금반환보증,강제경매,2025-09-26,134216888,132000000,다세대주택,인천광역시 부평구 배곶남로9번길 34
전세보증금반환보증,강제경매,2025-09-23,0,198000000,다세대주택,
전세보증금반환보증,강제경매,2025-04-02,0,69000000,다세대주택,서울특별시 강서구 등촌로13마길 26
전세보증금반환보증,강제경매,2025-01-14,26128727,124000000,다세대주택,경기도 의정부시 흥선로92번길 15
전세보증금반환보증,강제경매,2025-02-25,0,192000000,다세대주택,서울특별시 금천구 독산로43길 19
전세보증금반환보증,강제경매,2025-09-30,0,74000000,다세대주택,서울특별시 강서구 등촌로3가길 9
전세보증금반환보증,강제경매,2025-01-13,0,155000000,아파트,울산광역시 북구 연암8길 3
전세보증금반환보증,강제경매,2023-12-08,151184480,193000000,다세대주택,서울특별시 강서구 화곡로39길 8
전세보증금반환보증,강제경매,2024-04-24,122346482,140000000,다세대주택,서울특별시 강서구 월정로16길 28
전세보증금반환보증,강제경매,2025-02-06,0,165000000,아파트,
전세보증금반환보증,강제경매,2025-07-22,0,79500000,다세대주택,서울특별시 강서구 금낭화로24길 50
전세보증금반환보증,강제경매,2025-04-08,0,78000000,다세대주택,광주광역시 광산구 장신로50번길 23
전세보증금반환보증,강제경매,2025-05-27,0,157000000,다세대주택,인천광역시 부평구 서달로298번길 33
전세보증금반환보증,강제경매,2024-05-28,127244663,183000000,아파트,인천광역시 서구 보듬4로 8
전세보증금반환보증,강제경매,2023-12-26,0,120000000,아파트,인천광역시 서구 경서로55번길 6
전세보증금반환보증,강제경매,2024-11-22,0,150000000,다세대주택,서울특별시 관악구 청림5가길 3
전세보증금반환보증,강제경매,2024-04-24,0,198000000,다세대주택,
전세보증금반환보증,강제경매,2024-05-08,0,210000000,다세대주택,서울특별시 서대문구 홍은중앙로5길 49
전세보증금반환보증,강제경매,2024-01-22,45138295,195000000,다세대주택,
전세보증금반환보증,강제경매,2025-02-17,90011775,175000000,아파트,서울특별시 강서구 화곡로59길 31
전세보증금반환보증,강제경매,2024-11-28,0,175000000,다세대주택,부산광역시 수영구 민락본동로 28
전세보증금반환보증,강제경매,2024-03-20,0,76500000,아파트,서울특별시 종로구 숭인동1가길 12
전세보증금반환보증,강제경매,2024-10-17,0,197000000,아파트,
전세보증금반환보증,강제경매,2024-04-09,123057258,174000000,다세대주택,인천광역시 서구 한들4로 12
전세보증금반환보증,강제경매,2025-12-16,0,151000000,아파트,인천광역시 계양구 용마루길 10
전세보증금반환보증,강제경매,2025-08-22,0,190000000,다세대주택,경기도 평택시 어소안길 3
전세보증금반환보증,강제경매,2023-10-12,0,122000000,다세대주택,대구광역시 달서구 와룡로5길 35
전세보증금반환보증,강제경매,2024-07-23,0,140000000,다세대주택,서울특별시 은평구 통일로82나길 17
전세보증금반환보증,강제경매,2024-08-07,0,200000000,다세대주택,경기도 의왕시 성고개로 25
전세보증금반환보증,강제경매,2024-08-14,119101572,131490683,다가구주택,
전세보증금반환보증,강제경매,2023-12-01,0,100000000,아파트,서울특별시 마포구 양화로16길 14
전세보증금반환보증,강제경매,2023-12-27,151057790,200000000,다세대주택,서울특별시 양천구 곰달래로14길 6
전세보증금반환보증,강제경매,2024-09-05,0,48000000,다세대주택,인천광역시 서구 가재울로 14
전세보증금반환보증,강제경매,2024-08-31,135724540,192000000,다세대주택,경기도 파주시 누현길 40
전세보증금반환보증,강제경매,2024-12-18,0,192000000,다세대주택,광주광역시 서구 군분2로33번길 3
전세보증금반환보증,강제경매,2024-11-28,0,189000000,다세대주택,경기도 김포시 김포한강6로 31
전세보증금반환보증,강제경매,2025-08-05,0,200000000,다세대주택,인천광역시 부평구 부평문화로197번길 6
전세보증금반환보증,강제경매,2025-03-11,0,217000000,다세대주택,서울특별시 은평구 연서로21길 32
전세보증금반환보증,강제경매,2025-11-27,0,210000000,다세대주택,경기도 광주시 천진암로694번길 16
전세보증금반환보증,강제경매,2025-04-11,0,225000000,다세대주택,서울특별시 은평구 통일로78가길 9
전세보증금반환보증,강제경매,2025-08-01,0,175000000,다세대주택,서울특별시 구로구 디지털로34길 56
전세보증금반환보증,강제경매,2024-09-06,0,192000000,다세대주택,서울특별시 양천구 안양천로539길 46
전세보증금반환보증,강제경매,2024-07-09,148053729,140000000,다세대주택,인천광역시 서구 청중로 133
전세보증금반환보증,강제경매,2024-08-20,0,154000000,아파트,
전세보증금반환보증,강제경매,2023-12-22,67630235,190000000,아파트,경기도 구리시 안골로20번길 7
전세보증금반환보증,강제경매,2024-04-25,0,163000000,다세대주택,
전세보증금반환보증,강제경매,2025-04-17,0,207000000,다세대주택,인천광역시 부평구 경인로934번길 6
전세보증금반환보증,강제경매,2024-09-04,0,165000000,다세대주택,부산광역시 수영구 구락로43번길 4
전세보증금반환보증,강제경매,2024-08-14,0,195000000,오피스텔,
전세보증금반환보증,강제경매,2025-03-03,0,140000000,다세대주택,
전세보증금반환보증,강제경매,2024-08-07,57503194,195000000,다세대주택,충청북도 음성군 오태로99번길 7
