case_id,source_group,region_sido,region_sigungu,deposit_range,contract_status,housing_type,senior_rights,guarantee_raw,dispute_type,progress_stage,situation_summary_safe,special_notes_safe,guarantee_product_type,search_text,source_type
CASE-0412,G05,인천,서구,1억 미만,계약중(종료예정),미상,미상,미상,경매·공매,임차권등기,"25년 1월 7일 임의경매 개시가 되었고 배당요구 신청서 접수 안내장이 1월 22일에 발송이되어 보게 되었습니다 2월 1일에 배당요구신청서를 제출을 하게 되었고 전입신고는 했지만 확정일자가 없어 임차권 등기설정이 불가능하여 2월17일에 주민센터에서 확정일자를 받아 임차권등기 설정을 하기 시작했습니다 임차권 등기 보정서가 날아와서 보정을 하려하는데 배당요구 신청서 접수한 사본을 보내달라고 하는데 아직까지는 배당요구 신청서 보정서를 보내지 않아 배당요구 신청서에는 확정일자는 없습니다. 임차권 등기 보정서로 배당요구 신청서를 그대로 보내도 되는지, 또한 배당요구 신청서 보정서는 임차권 등기 확정 후 제출하여도 되는지, 경매사실을 알아 차리기 전 월세를 미리 당겨달라는 집주인의 이야기에 월세를 드리고 난 후 경매 사실을 알게 되었습니다. 거주 하는동안 월세를 내야하는것 맞으나 2월에 이사하고 싶다는 말에 집주인은 5월까지 계약을 채우고 나가야 보증금을 준다는 등 말들을 하였습니다. 원래 월세는 후불제 입니다. 당겨서 주는 바람에 선불제로 바뀌었습니다. 그래서 저희는 3월 월세까지 미리 준 상황입니다. 임차권등기는 아직 확정은 아니나 짐을 여러가지 놔두고 이사를 했습니다. 집주인에게 집을 명도하지는 않았습니다. 임차권등기를 마친 후 이사를 해서 명도하면 집계약서 상에 적혀져 있는 특약사항에 미납월세 이외에 보증금에서 200만원 포기 조건이라고 적혀져있는데 해당이 될까요 ?",,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억 미만 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 경매·공매 | 진행단계 임차권등기 | 상황 25년 1월 7일 임의경매 개시가 되었고 배당요구 신청서 접수 안내장이 1월 22일에 발송이되어 보게 되었습니다 2월 1일에 배당요구신청서를 제출을 하게 되었고 전입신고는 했지만 확정일자가 없어 임차권 등기설정이 불가능하여 2월17일에 주민센터에서 확정일자를 받아 임차권등기 설정을 하기 시작했습니다 임차권 등기 보정서가 날아와서 보정을 하려하는데 배당요구 신청서 접수한 사본을 보내달라고 하는데 아직까지는 배당요구 신청서 보정서를 보내지 않아 배당요구 신청서에는 확정일자는 없습니다. 임차권 등기 보정서로 배당요구 신청서를 그대로 보내도 되는지, 또한 배당요구 신청서 보정서는 임차권 등기 확정 후 제출하여도 되는지, 경매사실을 알아 차리기 전 월세를 미리 당겨달라는 집주인의 이야기에 월세를 드리고 난 후 경매 사실을 알게 되었습니다. 거주 하는동안 월세를 내야하는것 맞으나 2월에 이사하고 싶다는 말에 집주인은 5월까지 계약을 채우고 나가야 보증금을 준다는 등 말들을 하였습니다. 원래 월세는 후불제 입니다. 당겨서 주는 바람에 선불제로 바뀌었습니다. 그래서 저희는 3월 월세까지 미리 준 상황입니다. 임차권등기는 아직 확정은 아니나 짐을 여러가지 놔두고 이사를 했습니다. 집주인에게 집을 명도하지는 않았습니다. 임차권등기를 마친 후 이사를 해서 명도하면 집계약서 상에 적혀져 있는 특약사항에 미납월세 이외에 보증금에서 200만원 포기 조건이라고 적혀져있는데 해당이 될까요 ?",provided_synthetic_consultations
CASE-0413,G05,인천,미상,1억~2억,계약중(종료예정),미상,미상,미상,기타·일반문의,소송제기,23년 입주 후 거주중 /HF청년대출 하였음/25년6월9일 만료예정/중간에 집주인 바뀜/집주인 채 소유중/ 대리인은 남편/연장계약 거절 문자 보내려고 하니 와이프 번호 안알려줌/지금 돈이 없으니 다음세입자 받아서 주겠다 함/현재집 재개발중이라 언제 이사나가야 할지도 모르고 집주인 29채 소유인거 보고 아무도 안 올 수도 있음/지금 상황에서 최선의 방법은 뭔가요?,1. 임대차승계거부 & 팔고 도망간 임대인을 대상으로 전세금반환청구소송을 해야 한다./ 지금 임대인은 용돈받고 나타난 거지다,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 기타·일반문의 | 진행단계 소송제기 | 상황 23년 입주 후 거주중 /HF청년대출 하였음/25년6월9일 만료예정/중간에 집주인 바뀜/집주인 채 소유중/ 대리인은 남편/연장계약 거절 문자 보내려고 하니 와이프 번호 안알려줌/지금 돈이 없으니 다음세입자 받아서 주겠다 함/현재집 재개발중이라 언제 이사나가야 할지도 모르고 집주인 29채 소유인거 보고 아무도 안 올 수도 있음/지금 상황에서 최선의 방법은 뭔가요? | 특이사항 1. 임대차승계거부 & 팔고 도망간 임대인을 대상으로 전세금반환청구소송을 해야 한다./ 지금 임대인은 용돈받고 나타난 거지다,provided_synthetic_consultations
CASE-0414,G05,서울,관악구,1억 미만,계약종료,미상,미상,미상,전세사기,소송제기,1. 신탁전세사기 관련 공인중개사 협회에 소송 가능 여부 2. 임차권 등기 명령 설정 가능 여부 3. 그 외 소송 가능 여부,1. 중개사가 잘못을 인정했고 공제증서로 보증금 돌려받을꺼라고 했다고 함(녹취有),unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억 미만 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 전세사기 | 진행단계 소송제기 | 상황 1. 신탁전세사기 관련 공인중개사 협회에 소송 가능 여부 2. 임차권 등기 명령 설정 가능 여부 3. 그 외 소송 가능 여부 | 특이사항 1. 중개사가 잘못을 인정했고 공제증서로 보증금 돌려받을꺼라고 했다고 함(녹취有),provided_synthetic_consultations
CASE-0415,G05,세종,미상,1억~2억,계약종료,다가구주택,미상,미상,경매·공매,소송제기,"현재상황 계약만기일 24년 11월 7일로 임대인이 돈이 없다는 이유로 보증금 반환하지 않는 상황임. 내용증명 발송 1회, 임차권등기 설정완료 문의사항 1. 현재 임차권등기 완료된 상황에 추후 경매 진행 시 문제될 여지가 있는지? - 최초계약(22.10.7) 진행시 1동으로 계약서를 부동산에서 잘못 작성함 (확정일자 22.10.17, 전입신고 22.10.17) - 2동으로 잘못기재 발견하여 22.10.17 전입신고 상세주소 변경 요청하여 2동으로 변경함 (22.10.17 동일날짜) - 2동으로 변경하여 계약서 재작성함 22.10.19 (확정일자 22.10.19, 전입신고 최초 유지) 2. 경매 진행 시 보증금 전액 회수가 가능한지? 3. 보증금 회수를 위해 임차권등기설정 이후 진행절차가 궁금함 4. 임차권등기설정 완료되었으니, 세대내 물품이적, 주소 이전, 주택 인도를 하고 지급명령 진행이 맞는지? 4-1 만약 임차권등기설정이, 주택인도를 하여서 해당 세대에 새로운 세입자가 들어왔을 경우 대항력 및 최우선 변제금은 문제가 없는지?",1. 다가구주택 / 6세대 중 2번째 임차인 / 대항력있는 임차인,unknown,"보증상품 보증상품 미확인 | 주택유형 다가구주택 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 경매·공매 | 진행단계 소송제기 | 상황 현재상황 계약만기일 24년 11월 7일로 임대인이 돈이 없다는 이유로 보증금 반환하지 않는 상황임. 내용증명 발송 1회, 임차권등기 설정완료 문의사항 1. 현재 임차권등기 완료된 상황에 추후 경매 진행 시 문제될 여지가 있는지? - 최초계약(22.10.7) 진행시 1동으로 계약서를 부동산에서 잘못 작성함 (확정일자 22.10.17, 전입신고 22.10.17) - 2동으로 잘못기재 발견하여 22.10.17 전입신고 상세주소 변경 요청하여 2동으로 변경함 (22.10.17 동일날짜) - 2동으로 변경하여 계약서 재작성함 22.10.19 (확정일자 22.10.19, 전입신고 최초 유지) 2. 경매 진행 시 보증금 전액 회수가 가능한지? 3. 보증금 회수를 위해 임차권등기설정 이후 진행절차가 궁금함 4. 임차권등기설정 완료되었으니, 세대내 물품이적, 주소 이전, 주택 인도를 하고 지급명령 진행이 맞는지? 4-1 만약 임차권등기설정이, 주택인도를 하여서 해당 세대에 새로운 세입자가 들어왔을 경우 대항력 및 최우선 변제금은 문제가 없는지? | 특이사항 1. 다가구주택 / 6세대 중 2번째 임차인 / 대항력있는 임차인",provided_synthetic_consultations
CASE-0416,G05,광주,북구,1억~2억,계약종료,미상,미상,미상,기타·일반문의,판결·집행,소 판결나왔으며 신용정보회사 조회해보니 갭투자인것같다고 합니다 추후 어떻게해야할지,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 기타·일반문의 | 진행단계 판결·집행 | 상황 소 판결나왔으며 신용정보회사 조회해보니 갭투자인것같다고 합니다 추후 어떻게해야할지,provided_synthetic_consultations
CASE-0417,G05,부산,금정구,1억 미만,계약종료,다세대주택,미상,미상,기타·일반문의,상담·검토,계약은 만료되었는데 제가 해외로 취업을 한 상황이라 임차권 등기명령을 신청하였습니다. 집주인은 다음 세입자가 들어와야지 돈을 줄 수 있다는데 임차권을 설정한 이상 세입자가 들어오긴 힘들 걸로 보이는데 어떤 조치를 해야 돈을 받을 수 있을까요? ㅠ,1. 다세대 / 공동담보 14억,unknown,보증상품 보증상품 미확인 | 주택유형 다세대주택 | 보증금구간 1억 미만 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 기타·일반문의 | 진행단계 상담·검토 | 상황 계약은 만료되었는데 제가 해외로 취업을 한 상황이라 임차권 등기명령을 신청하였습니다. 집주인은 다음 세입자가 들어와야지 돈을 줄 수 있다는데 임차권을 설정한 이상 세입자가 들어오긴 힘들 걸로 보이는데 어떤 조치를 해야 돈을 받을 수 있을까요? ㅠ | 특이사항 1. 다세대 / 공동담보 14억,provided_synthetic_consultations
CASE-0418,G05,인천,부평구,1억 미만,계약중(종료예정),미상,압류·가압류,가입,기타·일반문의,상담·검토,도움이 필요해서 연락드립니다 제가 2020년 9월달부터 전세를 살고 있는데 계약서에 연장개념이 적혀있지않아 지금까지 살고 있고 최근이사를 위해 1월달경 집주인한테 집을 나가겠다고 했습니다 어제 집에 와보니깐 집주인 통장이 압류가 되어 전세대에 다 보증보험으로 돈받으라는 식으로 서류가 날라왔더라구요 제가 계약할당시 공인중개사 끼지않고 직거래로했고 확정일자 또한 받지않았는데 어떻게 해야하나요 너무 정신를 못차리겠습니다,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억 미만 | 계약상태 계약중(종료예정) | 선순위권리 압류·가압류 | 반환보증 가입 | 분쟁유형 기타·일반문의 | 진행단계 상담·검토 | 상황 도움이 필요해서 연락드립니다 제가 2020년 9월달부터 전세를 살고 있는데 계약서에 연장개념이 적혀있지않아 지금까지 살고 있고 최근이사를 위해 1월달경 집주인한테 집을 나가겠다고 했습니다 어제 집에 와보니깐 집주인 통장이 압류가 되어 전세대에 다 보증보험으로 돈받으라는 식으로 서류가 날라왔더라구요 제가 계약할당시 공인중개사 끼지않고 직거래로했고 확정일자 또한 받지않았는데 어떻게 해야하나요 너무 정신를 못차리겠습니다,provided_synthetic_consultations
CASE-0419,G05,서울,광진구,1억~2억,계약중(종료예정),미상,미상,미상,묵시적갱신분쟁,임차권등기,"현재 전세 묵시적 갱신 후 계약 해지 통보한 상태로, 4월6일 만기입니다. 임대인이랑 카톡 및 전화 연락은 잘 되는 상태로, 만기 전 세입자가 안 구해지면 보증금은 못 주지만 만기일에는 세입자 유무와 상관없이 돈은 마련하겠다고 카톡으로 답을 들은 상태입니다. 저는 혹시라도 말이 달라질 것을 대비해서 어제 내용증명을 발송했고 임대인에게도 연락해둔 상태입니다. 궁금한 것은, 오늘 폐문부재로 반송이 되었고 내일 다시 한번 더 발송 예정인데, 또 폐문부재로 반송이 된다면 임대인과 연락이 잘 되는 것과는 상관없이 공시송달로 진행해도 되는지가 궁금합니다. 아니면 카톡으로 내용증명을 보내도 되는지요? 보증금 미반환 시, 임차권등기명령 신청도 염두에 두고 있는데 대처를 어떻게 해야햐는지",,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 묵시적갱신분쟁 | 진행단계 임차권등기 | 상황 현재 전세 묵시적 갱신 후 계약 해지 통보한 상태로, 4월6일 만기입니다. 임대인이랑 카톡 및 전화 연락은 잘 되는 상태로, 만기 전 세입자가 안 구해지면 보증금은 못 주지만 만기일에는 세입자 유무와 상관없이 돈은 마련하겠다고 카톡으로 답을 들은 상태입니다. 저는 혹시라도 말이 달라질 것을 대비해서 어제 내용증명을 발송했고 임대인에게도 연락해둔 상태입니다. 궁금한 것은, 오늘 폐문부재로 반송이 되었고 내일 다시 한번 더 발송 예정인데, 또 폐문부재로 반송이 된다면 임대인과 연락이 잘 되는 것과는 상관없이 공시송달로 진행해도 되는지가 궁금합니다. 아니면 카톡으로 내용증명을 보내도 되는지요? 보증금 미반환 시, 임차권등기명령 신청도 염두에 두고 있는데 대처를 어떻게 해야햐는지",provided_synthetic_consultations
CASE-0420,G05,미상,마포구,1억~2억,계약종료,미상,미상,미상,보증금미반환,임차권등기,"22년 06월23일에 전세계약을 하고 2년뒤 재계약때 개월만 연장을 하였습니다. 그리고 지금, 원래 25년 2월 23일에 나간다고 말씀드렸는데 돈이 없어서 보증금을 돌려주지 못하겠다고 하십니다. 신혼집으로 입주해야하는 상황인데 보증금이 묶여있어 이사도 못하는 상황입니다. 그래서 임차권등기명령신청을 했는데 보정명령에서 임대인에게 해지통보 후 3개월이 경과되어야 신청할수있다는데 그러면 25년2월23일 개월 지나야 임차권등기명령신청을 할 수 있다는 뜻인가요?",1. 임대인 두 노인네 중 한명 사망 / 상속등기 안되고 있음,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 임차권등기 | 상황 22년 06월23일에 전세계약을 하고 2년뒤 재계약때 개월만 연장을 하였습니다. 그리고 지금, 원래 25년 2월 23일에 나간다고 말씀드렸는데 돈이 없어서 보증금을 돌려주지 못하겠다고 하십니다. 신혼집으로 입주해야하는 상황인데 보증금이 묶여있어 이사도 못하는 상황입니다. 그래서 임차권등기명령신청을 했는데 보정명령에서 임대인에게 해지통보 후 3개월이 경과되어야 신청할수있다는데 그러면 25년2월23일 개월 지나야 임차권등기명령신청을 할 수 있다는 뜻인가요? | 특이사항 1. 임대인 두 노인네 중 한명 사망 / 상속등기 안되고 있음",provided_synthetic_consultations
CASE-0421,G05,미상,영등포구,2억~3억,계약중(종료예정),미상,미상,가입,기타·일반문의,상담·검토,집주인 통해서가 아닌 중개사 통해 2개월 전 퇴거 의사를 밝혔고 이후 집주인이 집을 매매에 내놓은 상태라 그 다음 구매자분이 계약하기로 해서 4월7일 들어올 예정이므로 퇴거 통보를 받았어요 이후 저희는 다른 집을 알아보고 계약까지 했는데 오늘 집을 새로 보러 온다는 내용을 다른 부동산에서 듣고 그 퇴거 통보한 부동산에 연락을 해보자 매매가 보류 되었다는 걸 알게되었습니다. 현재 계약금 2500만원을 새로 이사갈 집에 넣은 상태이고 3월7일 나머지 2천500만원 입금을 해야하는 시점인데 집주인은 매매 금액을 내리는게 한계가 있고 현재 가지고있는 다른 집에 문제가 생겨 잔금이 많이 필요한 상태로 보입니다. 저희가 주택반환보증보험 HF에 가입이 되어있지만 제가 2달전에 집주인에게 직접 퇴거 여부를 밝히지 않아 문제가 되고있어요,1. 임대인에게는 3/5 계약해지통보,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 2억~3억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 가입 | 분쟁유형 기타·일반문의 | 진행단계 상담·검토 | 상황 집주인 통해서가 아닌 중개사 통해 2개월 전 퇴거 의사를 밝혔고 이후 집주인이 집을 매매에 내놓은 상태라 그 다음 구매자분이 계약하기로 해서 4월7일 들어올 예정이므로 퇴거 통보를 받았어요 이후 저희는 다른 집을 알아보고 계약까지 했는데 오늘 집을 새로 보러 온다는 내용을 다른 부동산에서 듣고 그 퇴거 통보한 부동산에 연락을 해보자 매매가 보류 되었다는 걸 알게되었습니다. 현재 계약금 2500만원을 새로 이사갈 집에 넣은 상태이고 3월7일 나머지 2천500만원 입금을 해야하는 시점인데 집주인은 매매 금액을 내리는게 한계가 있고 현재 가지고있는 다른 집에 문제가 생겨 잔금이 많이 필요한 상태로 보입니다. 저희가 주택반환보증보험 HF에 가입이 되어있지만 제가 2달전에 집주인에게 직접 퇴거 여부를 밝히지 않아 문제가 되고있어요 | 특이사항 1. 임대인에게는 3/5 계약해지통보,provided_synthetic_consultations
CASE-0422,G05,서울,서울송파구,3억 이상,계약중(종료예정),미상,미상,미상,기타·일반문의,소송제기,다포기하려던찰나 고견구해봅니다. 현 전세세입자로있고 중간에 매도가되며 임대인이 바뀐상태입니다. 계약연장가능조건으로 협조한다고 했는데 말을 바꿨다며 서로 모르쇠로 일관하여 어쨌든 새매수인은 실거주를 주장하고있습니다. 집구하는과정에 어려움이있어 한달정도라도 더필요해 협의하고자하니 하루도안된다며 만기도전 명도소송을 제기해 소장을 받은 상태입니다. 제가 가장 걱정하는부분은 상대가 꾸준히 주장하는 본인들이 단기월세145만원에 살고있는부분을 제게 청구하는데 이게 인정이되는건지 궁금합니다. 법을 잘 모르는 제 상식엔 인정이되야할거같은데 그러한 판례가없다고 절대 안된다는 당연히 특별손해에 해당하니 인정될확률이 높아 그냥 만기날 나가라는 근데 판례올리신것중 그 소송비 변호사비 집에들어오지못해 생긴 임대인의월세임차비용이 받아들여지지않는걸 봐서 어떤경우에 그런건지 미리 제게 그 손해를 고지했음에도 인정안되는지 그부분이,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 3억 이상 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 기타·일반문의 | 진행단계 소송제기 | 상황 다포기하려던찰나 고견구해봅니다. 현 전세세입자로있고 중간에 매도가되며 임대인이 바뀐상태입니다. 계약연장가능조건으로 협조한다고 했는데 말을 바꿨다며 서로 모르쇠로 일관하여 어쨌든 새매수인은 실거주를 주장하고있습니다. 집구하는과정에 어려움이있어 한달정도라도 더필요해 협의하고자하니 하루도안된다며 만기도전 명도소송을 제기해 소장을 받은 상태입니다. 제가 가장 걱정하는부분은 상대가 꾸준히 주장하는 본인들이 단기월세145만원에 살고있는부분을 제게 청구하는데 이게 인정이되는건지 궁금합니다. 법을 잘 모르는 제 상식엔 인정이되야할거같은데 그러한 판례가없다고 절대 안된다는 당연히 특별손해에 해당하니 인정될확률이 높아 그냥 만기날 나가라는 근데 판례올리신것중 그 소송비 변호사비 집에들어오지못해 생긴 임대인의월세임차비용이 받아들여지지않는걸 봐서 어떤경우에 그런건지 미리 제게 그 손해를 고지했음에도 인정안되는지 그부분이,provided_synthetic_consultations
CASE-0423,G05,전북,익산시,1억~2억,계약종료,미상,미상,미상,전세사기,판결·집행,집주인이 전문사기꾼이고 빚이 많아서 돈을 받을 방법이 막막한데 자식명의로(미성년자) 구입한 집이고 깡통전세라 보험도 가입이 안된답니다. 집주인은 전번 바꾸고 잠수탔어요.임차권등기를 할까 보증금 반환소송을 할까 아님 둘다할까 고민중인데요. 좀 손해를 보더라도 지금 거주중인 집을 구입할까도 고민중입니다. 문제는 집주인과 연락이 안되니 무엇도 못하고 있어요. 강제집행을 통해서 집을 구입하거나 보증금을 받아낼 방법은 없을까요?,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 전세사기 | 진행단계 판결·집행 | 상황 집주인이 전문사기꾼이고 빚이 많아서 돈을 받을 방법이 막막한데 자식명의로(미성년자) 구입한 집이고 깡통전세라 보험도 가입이 안된답니다. 집주인은 전번 바꾸고 잠수탔어요.임차권등기를 할까 보증금 반환소송을 할까 아님 둘다할까 고민중인데요. 좀 손해를 보더라도 지금 거주중인 집을 구입할까도 고민중입니다. 문제는 집주인과 연락이 안되니 무엇도 못하고 있어요. 강제집행을 통해서 집을 구입하거나 보증금을 받아낼 방법은 없을까요?,provided_synthetic_consultations
CASE-0424,G05,미상,강서구,1억~2억,계약종료,미상,선순위존재,미상,전세사기,판결·집행,전세계약종료 후 보증금 반환받지 못해서 임차권등기명령 및 반환소송 진행하여 승소하였고 전세사기피해접수 인정되어 전세사기피해접수자 인 상태인데 집주인에 대한 가압류 및 추심명령 시 국세 체납2억으로 배당금을 받지 못한 사례가 있어 현재 상태에서 강제 경매 진행 시 국세 체납보다 선순위로 낙찰 시 보증금에 대해 받을 수 있는지,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 선순위존재 | 반환보증 미상 | 분쟁유형 전세사기 | 진행단계 판결·집행 | 상황 전세계약종료 후 보증금 반환받지 못해서 임차권등기명령 및 반환소송 진행하여 승소하였고 전세사기피해접수 인정되어 전세사기피해접수자 인 상태인데 집주인에 대한 가압류 및 추심명령 시 국세 체납2억으로 배당금을 받지 못한 사례가 있어 현재 상태에서 강제 경매 진행 시 국세 체납보다 선순위로 낙찰 시 보증금에 대해 받을 수 있는지,provided_synthetic_consultations
CASE-0425,G05,대전,미상,1억 미만,계약종료,다가구주택,미상,미상,경매·공매,소송제기,보증금반환 민사소송중입니다. 소장만 제출만 진행된 상태입니다. 건축물현황도에 표기된 호실과 실제 문패상 호실이 다른다는걸 알았습니다. 다가구 건물이고 다른 세입자들도 문패상 호실에 거주하고있는데요 재판이나 경매시 문제가 될수있나요? 만약 문제가된다면 지금 어떤조치를 취해야하는지 도와주세요,,unknown,보증상품 보증상품 미확인 | 주택유형 다가구주택 | 보증금구간 1억 미만 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 경매·공매 | 진행단계 소송제기 | 상황 보증금반환 민사소송중입니다. 소장만 제출만 진행된 상태입니다. 건축물현황도에 표기된 호실과 실제 문패상 호실이 다른다는걸 알았습니다. 다가구 건물이고 다른 세입자들도 문패상 호실에 거주하고있는데요 재판이나 경매시 문제가 될수있나요? 만약 문제가된다면 지금 어떤조치를 취해야하는지 도와주세요,provided_synthetic_consultations
CASE-0426,G05,대전,동구,1억~2억,계약종료,미상,미상,미상,보증금미반환,임차권등기,24년7월부로 전세2년계약이 종료였으나 돈이 없다며 보증금을 돌려줄수없다고 하여 임차권등기설정을 완료하고 최근 3일전 임대인이 개인회생 개시신청을 진행했다고 법원으로부터 등기를 받았습니다. 정말 너무 막막하고 어찌할바를 모르겠습니다 변호사님의 자문이 절실하게 필요합니다,1. 중개사를 대상으로 손해배상청구를 준비하는게 좋다,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 임차권등기 | 상황 24년7월부로 전세2년계약이 종료였으나 돈이 없다며 보증금을 돌려줄수없다고 하여 임차권등기설정을 완료하고 최근 3일전 임대인이 개인회생 개시신청을 진행했다고 법원으로부터 등기를 받았습니다. 정말 너무 막막하고 어찌할바를 모르겠습니다 변호사님의 자문이 절실하게 필요합니다 | 특이사항 1. 중개사를 대상으로 손해배상청구를 준비하는게 좋다,provided_synthetic_consultations
CASE-0427,G05,경기,파주시,1억~2억,계약종료,미상,미상,미상,기타·일반문의,내용증명·공시송달,임차인 등기 완료 내용증명서 반송 예정 메세지 받음 법적절차 및 방법을 알고 싶어요,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 기타·일반문의 | 진행단계 내용증명·공시송달 | 상황 임차인 등기 완료 내용증명서 반송 예정 메세지 받음 법적절차 및 방법을 알고 싶어요,provided_synthetic_consultations
CASE-0428,G05,경기,구리시,3억 이상,계약중(종료예정),아파트,미상,가입,기타·일반문의,내용증명·공시송달,? 현재 경기도 소재 아파트에 전세 살고 있습니다. 전세계약갱신요구권행사하려는데 관련해서 몇가지 ---내 용 ---- * 계약기간 : 23년 6월10 - 25년 6월10 * 계약금액 : 4.5억 * 계약자(실소유주) : 홍길동 (아버지 – 78세. 치매초기.한글못씀.휴대폰 없슴 계약시 부동산중계인 입회하에 부인과 아들이 동행하여 주도적으로 계약함) * 확정일자완료 / 보증보험가입 완료. *입주후 1부모님(실소유자)이 생활비가 없어서 갑자기 집을 매매한다고 함. 지금까지 10여차례 이상 집을 보여줌. (매매 금액을 낮추질 않아서 아직 안팔림) *6월까지 매매가 안되면 계약갱신요구권을 행사 하려고 합니다. ---질 문 ---- 1. 계약갱신청구권은 꼭 내용증명이나 문자 등으로 알려야 하나요? 2. 부동산에서는 특별히 알릴필요 없고 연장 재계약시 서류에 [계약갱신청구권 요구에 따른 계약연장] 이라는 문구만 넣으면 된다고 해서요. 긴글 끝까지 읽어 주셔서,1. 계약갱신청구권 행사가능,unknown,보증상품 보증상품 미확인 | 주택유형 아파트 | 보증금구간 3억 이상 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 가입 | 분쟁유형 기타·일반문의 | 진행단계 내용증명·공시송달 | 상황 ? 현재 경기도 소재 아파트에 전세 살고 있습니다. 전세계약갱신요구권행사하려는데 관련해서 몇가지 ---내 용 ---- * 계약기간 : 23년 6월10 - 25년 6월10 * 계약금액 : 4.5억 * 계약자(실소유주) : 홍길동 (아버지 – 78세. 치매초기.한글못씀.휴대폰 없슴 계약시 부동산중계인 입회하에 부인과 아들이 동행하여 주도적으로 계약함) * 확정일자완료 / 보증보험가입 완료. *입주후 1부모님(실소유자)이 생활비가 없어서 갑자기 집을 매매한다고 함. 지금까지 10여차례 이상 집을 보여줌. (매매 금액을 낮추질 않아서 아직 안팔림) *6월까지 매매가 안되면 계약갱신요구권을 행사 하려고 합니다. ---질 문 ---- 1. 계약갱신청구권은 꼭 내용증명이나 문자 등으로 알려야 하나요? 2. 부동산에서는 특별히 알릴필요 없고 연장 재계약시 서류에 [계약갱신청구권 요구에 따른 계약연장] 이라는 문구만 넣으면 된다고 해서요. 긴글 끝까지 읽어 주셔서 | 특이사항 1. 계약갱신청구권 행사가능,provided_synthetic_consultations
